Auction_key,Auction_seq,Auction_date,Appraisal_price,Minimum_sales_price,Auction_results
628,1,2018-01-15 00:00:00,450000000,450000000,Winning bid
628,2,2018-03-13 00:00:00,450000000,450000000,dividend
629,1,2018-01-29 00:00:00,780000000,780000000,Winning bid
629,2,2018-04-11 00:00:00,780000000,780000000,dividend
630,1,2018-03-19 00:00:00,1340000000,1340000000,Winning bid
630,2,2018-05-16 00:00:00,1340000000,1340000000,dividend
631,1,2017-11-13 00:00:00,474000000,474000000,Winning bid
631,2,2018-01-24 00:00:00,474000000,474000000,dividend
632,1,2017-08-14 00:00:00,767000000,767000000,Winning bid
632,2,2017-11-01 00:00:00,767000000,767000000,dividend
633,1,2018-01-22 00:00:00,800000000,800000000,Winning bid
633,2,2018-03-14 00:00:00,800000000,800000000,dividend
634,1,2018-01-29 00:00:00,449000000,449000000,failure of auction
634,2,2018-03-05 00:00:00,449000000,359200000,Winning bid
634,3,2018-04-25 00:00:00,449000000,359200000,dividend
635,1,2018-02-05 00:00:00,334000000,334000000,Winning bid
635,2,2018-04-04 00:00:00,334000000,334000000,dividend
636,1,2018-01-15 00:00:00,410000000,410000000,Winning bid
636,2,2018-03-27 00:00:00,410000000,410000000,dividend
637,1,2016-05-31 00:00:00,2100000000,2100000000,failure of auction
637,2,2016-07-05 00:00:00,2100000000,1680000000,failure of auction
637,3,2016-08-09 00:00:00,2100000000,1344000000,change
637,4,2017-02-14 00:00:00,2100000000,2100000000,failure of auction
637,5,2017-03-21 00:00:00,2100000000,1680000000,failure of auction
637,6,2017-04-25 00:00:00,2100000000,1344000000,Winning bid
637,7,2017-07-13 00:00:00,2100000000,1344000000,dividend
638,1,2016-04-12 00:00:00,340000000,340000000,Winning bid
638,2,2016-06-17 00:00:00,340000000,340000000,dividend
639,1,2016-04-26 00:00:00,440000000,440000000,Winning bid
639,2,2016-07-07 00:00:00,440000000,440000000,dividend
640,1,2014-02-18 00:00:00,418000000,418000000,failure of auction
640,2,2014-03-25 00:00:00,418000000,334400000,change
640,4,2016-01-19 00:00:00,418000000,334400000,Winning bid
640,5,2017-02-21 00:00:00,418000000,334400000,Winning bid
640,6,2017-05-12 00:00:00,418000000,334400000,dividend
641,1,2016-12-20 00:00:00,250000000,250000000,failure of auction
641,2,2017-02-07 00:00:00,250000000,200000000,failure of auction
641,3,2017-03-14 00:00:00,250000000,160000000,Winning bid
641,4,2017-05-25 00:00:00,250000000,160000000,dividend
642,1,2016-10-11 00:00:00,255000000,255000000,failure of auction
642,2,2016-11-15 00:00:00,255000000,204000000,Winning bid
642,3,2017-02-07 00:00:00,255000000,204000000,failure of auction
642,4,2017-03-14 00:00:00,255000000,163200000,Winning bid
642,5,2017-05-25 00:00:00,255000000,163200000,dividend
643,1,2016-10-11 00:00:00,264000000,264000000,failure of auction
643,2,2016-11-15 00:00:00,264000000,211200000,Winning bid
643,3,2017-02-07 00:00:00,264000000,211200000,failure of auction
643,4,2017-03-14 00:00:00,264000000,168960000,Winning bid
643,5,2017-05-25 00:00:00,264000000,168960000,dividend
644,1,2014-08-19 00:00:00,777000000,777000000,failure of auction
644,2,2014-09-23 00:00:00,777000000,621600000,change
644,3,2016-04-12 00:00:00,777000000,621600000,Winning bid
644,4,2016-06-17 00:00:00,777000000,621600000,dividend
645,1,2015-07-07 00:00:00,750000000,750000000,failure of auction
645,2,2015-08-11 00:00:00,750000000,600000000,Winning bid
645,3,2016-12-20 00:00:00,750000000,600000000,Winning bid
645,4,2017-02-23 00:00:00,750000000,600000000,dividend
646,1,2017-05-16 00:00:00,46512000,46512000,Winning bid
646,2,2017-07-21 00:00:00,46512000,46512000,dividend
647,1,2014-10-28 00:00:00,437000000,437000000,failure of auction
647,2,2014-12-02 00:00:00,437000000,349600000,change
647,3,2016-12-13 00:00:00,437000000,349600000,Winning bid
647,4,2017-02-22 00:00:00,437000000,349600000,dividend
648,1,2014-12-16 00:00:00,540000000,540000000,change
648,2,2016-05-31 00:00:00,540000000,540000000,failure of auction
648,3,2016-07-05 00:00:00,540000000,432000000,Winning bid
648,4,2016-09-22 00:00:00,540000000,432000000,dividend
649,1,2016-06-28 00:00:00,420000000,420000000,failure of auction
649,2,2016-08-02 00:00:00,420000000,336000000,Winning bid
649,3,2016-10-10 00:00:00,420000000,336000000,dividend
650,1,2015-10-13 00:00:00,550000000,550000000,failure of auction
650,2,2015-11-17 00:00:00,550000000,440000000,Winning bid
650,3,2015-12-22 00:00:00,550000000,440000000,failure of auction
650,4,2016-01-26 00:00:00,550000000,352000000,failure of auction
650,5,2016-03-08 00:00:00,550000000,281600000,Winning bid
650,6,2016-06-21 00:00:00,550000000,281600000,failure of auction
650,7,2016-07-26 00:00:00,550000000,225280000,Winning bid
650,8,2016-10-06 00:00:00,550000000,225280000,dividend
651,1,2017-05-02 00:00:00,461000000,461000000,failure of auction
651,2,2017-06-13 00:00:00,461000000,368800000,failure of auction
651,3,2017-07-18 00:00:00,461000000,295040000,Winning bid
651,4,2017-09-27 00:00:00,461000000,295040000,dividend
652,1,2016-06-28 00:00:00,363000000,363000000,failure of auction
652,2,2016-08-02 00:00:00,363000000,290400000,failure of auction
652,3,2016-09-06 00:00:00,363000000,232320000,Winning bid
652,4,2016-11-16 00:00:00,363000000,232320000,dividend
653,1,2016-04-12 00:00:00,420000000,420000000,failure of auction
653,2,2016-05-17 00:00:00,420000000,336000000,failure of auction
653,3,2016-06-21 00:00:00,420000000,268800000,failure of auction
653,4,2016-07-26 00:00:00,420000000,215040000,Winning bid
653,5,2016-10-06 00:00:00,420000000,215040000,dividend
654,1,2016-03-15 00:00:00,596000000,596000000,failure of auction
654,2,2016-04-19 00:00:00,596000000,476800000,failure of auction
654,3,2016-05-24 00:00:00,596000000,381440000,failure of auction
654,4,2016-06-28 00:00:00,596000000,305152000,Winning bid
654,5,2016-08-26 00:00:00,596000000,305152000,dividend
655,1,2015-02-17 00:00:00,385000000,385000000,change
655,2,2016-04-19 00:00:00,385000000,385000000,Winning bid
655,3,2016-06-22 00:00:00,385000000,385000000,dividend
656,1,2015-12-22 00:00:00,325000000,325000000,failure of auction
656,2,2016-01-26 00:00:00,325000000,260000000,failure of auction
656,3,2016-03-08 00:00:00,325000000,208000000,Winning bid
656,4,2016-05-17 00:00:00,325000000,208000000,failure of auction
656,5,2016-06-21 00:00:00,325000000,166400000,Winning bid
656,6,2016-09-06 00:00:00,325000000,166400000,dividend
657,1,2015-09-01 00:00:00,440000000,440000000,failure of auction
657,2,2015-10-06 00:00:00,440000000,352000000,failure of auction
657,3,2015-11-10 00:00:00,440000000,281600000,failure of auction
657,4,2015-12-15 00:00:00,440000000,225280000,Winning bid
657,5,2016-02-23 00:00:00,440000000,440000000,failure of auction
657,6,2016-03-29 00:00:00,440000000,352000000,failure of auction
657,7,2016-05-03 00:00:00,440000000,281600000,failure of auction
657,8,2016-06-07 00:00:00,440000000,225280000,Winning bid
657,9,2016-08-23 00:00:00,440000000,225280000,dividend
658,1,2017-02-07 00:00:00,1090000000,1090000000,Winning bid
658,2,2017-04-20 00:00:00,1090000000,1090000000,dividend
659,1,2016-03-22 00:00:00,280000000,280000000,failure of auction
659,2,2016-04-26 00:00:00,280000000,224000000,Winning bid
659,3,2016-06-28 00:00:00,280000000,224000000,dividend
660,1,2016-02-23 00:00:00,1260000000,1260000000,failure of auction
660,2,2016-03-29 00:00:00,1260000000,1008000000,failure of auction
660,3,2016-05-03 00:00:00,1260000000,806400000,Winning bid
660,4,2016-07-14 00:00:00,1260000000,806400000,dividend
661,1,2015-11-17 00:00:00,1650000000,1650000000,failure of auction
661,2,2015-12-22 00:00:00,1650000000,1320000000,change
661,3,2016-04-12 00:00:00,1650000000,1320000000,change
661,4,2016-06-21 00:00:00,1650000000,1320000000,Winning bid
661,5,2016-08-18 00:00:00,1650000000,1320000000,dividend
662,1,2016-08-02 00:00:00,241579000,241579000,failure of auction
662,2,2016-09-06 00:00:00,241579000,193263000,Winning bid
662,3,2016-11-10 00:00:00,241579000,193263000,dividend
663,1,2016-08-30 00:00:00,1700000000,1700000000,failure of auction
663,2,2016-10-04 00:00:00,1700000000,1360000000,Winning bid
663,3,2016-11-30 00:00:00,1700000000,1360000000,dividend
664,1,2016-03-22 00:00:00,140000000,140000000,failure of auction
664,2,2016-04-26 00:00:00,140000000,112000000,Winning bid
664,3,2016-07-07 00:00:00,140000000,112000000,dividend
665,1,2016-06-07 00:00:00,315000000,315000000,Winning bid
665,2,2016-08-23 00:00:00,315000000,315000000,dividend
666,1,2016-05-24 00:00:00,516000000,516000000,failure of auction
666,2,2016-06-28 00:00:00,516000000,412800000,Winning bid
666,3,2016-08-26 00:00:00,516000000,412800000,dividend
667,1,2016-03-22 00:00:00,446000000,446000000,failure of auction
667,2,2016-04-26 00:00:00,446000000,356800000,Winning bid
667,3,2016-06-28 00:00:00,446000000,356800000,dividend
668,1,2016-05-03 00:00:00,259000000,259000000,failure of auction
668,2,2016-06-07 00:00:00,259000000,207200000,Winning bid
668,3,2016-07-28 00:00:00,259000000,207200000,dividend
669,1,2015-12-29 00:00:00,235000000,235000000,failure of auction
669,2,2016-02-02 00:00:00,235000000,188000000,failure of auction
669,3,2016-03-15 00:00:00,235000000,150400000,change
669,4,2016-08-02 00:00:00,235000000,150400000,Winning bid
669,5,2016-10-10 00:00:00,235000000,150400000,dividend
670,1,2015-12-01 00:00:00,1600000000,1600000000,failure of auction
670,2,2016-01-05 00:00:00,1600000000,1280000000,failure of auction
670,3,2016-02-16 00:00:00,1600000000,1024000000,change
670,4,2016-04-26 00:00:00,1600000000,1024000000,Winning bid
670,5,2016-07-19 00:00:00,1600000000,1024000000,dividend
671,1,2015-11-24 00:00:00,296000000,296000000,failure of auction
671,2,2015-12-29 00:00:00,296000000,236800000,change
671,3,2016-03-15 00:00:00,296000000,236800000,change
671,4,2016-06-28 00:00:00,296000000,236800000,failure of auction
671,5,2016-08-02 00:00:00,296000000,189440000,Winning bid
671,6,2016-10-10 00:00:00,296000000,189440000,dividend
672,1,2015-11-17 00:00:00,602000000,602000000,failure of auction
672,2,2015-12-22 00:00:00,602000000,481600000,failure of auction
672,3,2016-01-26 00:00:00,602000000,385280000,change
672,4,2016-04-12 00:00:00,602000000,385280000,Winning bid
672,5,2016-06-08 00:00:00,602000000,385280000,dividend
673,1,2016-04-26 00:00:00,539000000,539000000,failure of auction
673,2,2016-05-31 00:00:00,539000000,431200000,Winning bid
673,3,2016-08-30 00:00:00,539000000,431200000,dividend
674,1,2017-03-21 00:00:00,321000000,321000000,Winning bid
674,2,2017-06-07 00:00:00,321000000,321000000,dividend
675,1,2015-12-29 00:00:00,450000000,450000000,failure of auction
675,2,2016-02-02 00:00:00,450000000,360000000,Winning bid
675,3,2016-04-19 00:00:00,450000000,360000000,failure of auction
675,4,2016-05-24 00:00:00,450000000,288000000,failure of auction
675,5,2016-06-28 00:00:00,450000000,230400000,Winning bid
675,6,2016-09-29 00:00:00,450000000,230400000,dividend
676,1,2016-06-21 00:00:00,304000000,304000000,failure of auction
676,2,2016-07-26 00:00:00,304000000,243200000,failure of auction
676,3,2016-08-30 00:00:00,304000000,194560000,Winning bid
676,4,2016-11-03 00:00:00,304000000,194560000,dividend
677,1,2016-10-11 00:00:00,323000000,323000000,Winning bid
677,2,2016-12-14 00:00:00,323000000,323000000,dividend
678,1,2016-03-22 00:00:00,1370000000,1370000000,failure of auction
678,2,2016-04-26 00:00:00,1370000000,1096000000,Winning bid
678,3,2016-06-28 00:00:00,1370000000,1096000000,dividend
679,1,2016-04-19 00:00:00,343000000,343000000,failure of auction
679,2,2016-05-24 00:00:00,343000000,274400000,Winning bid
679,3,2016-07-27 00:00:00,343000000,274400000,dividend
680,1,2016-07-26 00:00:00,210000000,210000000,Winning bid
680,2,2016-11-15 00:00:00,210000000,210000000,dividend
681,1,2016-07-26 00:00:00,470000000,470000000,failure of auction
681,2,2016-08-30 00:00:00,470000000,376000000,Winning bid
681,3,2016-11-15 00:00:00,470000000,376000000,dividend
682,1,2016-06-28 00:00:00,340000000,340000000,change
682,2,2016-08-02 00:00:00,340000000,340000000,failure of auction
682,3,2016-09-06 00:00:00,340000000,272000000,Winning bid
682,4,2016-11-10 00:00:00,340000000,272000000,dividend
683,1,2016-03-08 00:00:00,222000000,222000000,failure of auction
683,2,2016-04-12 00:00:00,222000000,177600000,failure of auction
683,3,2016-05-17 00:00:00,222000000,142080000,failure of auction
683,4,2016-06-21 00:00:00,222000000,113664000,Winning bid
683,5,2016-08-30 00:00:00,222000000,113664000,payout
683,6,2016-10-05 00:00:00,222000000,113664000,dividend
684,1,2016-01-26 00:00:00,1010000000,1010000000,change
684,2,2016-04-12 00:00:00,1010000000,1010000000,failure of auction
684,3,2016-05-17 00:00:00,1010000000,808000000,change
684,4,2016-07-26 00:00:00,1010000000,808000000,Winning bid
684,5,2016-10-06 00:00:00,1010000000,808000000,dividend
685,1,2016-07-26 00:00:00,349000000,349000000,failure of auction
685,2,2016-08-30 00:00:00,349000000,279200000,Winning bid
685,3,2016-11-03 00:00:00,349000000,279200000,dividend
686,1,2016-03-15 00:00:00,390000000,390000000,change
686,2,2016-05-24 00:00:00,390000000,390000000,change
686,3,2016-08-02 00:00:00,390000000,390000000,change
686,4,2016-10-11 00:00:00,390000000,390000000,Winning bid
686,5,2016-12-15 00:00:00,390000000,390000000,dividend
687,1,2016-06-07 00:00:00,390000000,390000000,failure of auction
687,2,2016-07-12 00:00:00,390000000,312000000,failure of auction
687,3,2016-08-16 00:00:00,390000000,249600000,failure of auction
687,4,2016-09-20 00:00:00,390000000,199680000,Winning bid
687,5,2016-12-08 00:00:00,390000000,199680000,dividend
688,1,2016-04-19 00:00:00,780000000,780000000,failure of auction
688,2,2016-05-24 00:00:00,780000000,624000000,Winning bid
688,3,2016-07-25 00:00:00,780000000,624000000,dividend
689,1,2016-04-26 00:00:00,432000000,432000000,failure of auction
689,2,2016-05-31 00:00:00,432000000,345600000,Winning bid
689,3,2016-09-08 00:00:00,432000000,345600000,dividend
690,1,2016-04-26 00:00:00,346000000,346000000,failure of auction
690,2,2016-05-31 00:00:00,346000000,276800000,Winning bid
690,3,2016-09-08 00:00:00,346000000,276800000,dividend
691,1,2016-04-26 00:00:00,462000000,462000000,failure of auction
691,2,2016-05-31 00:00:00,462000000,369600000,Winning bid
691,3,2016-09-08 00:00:00,462000000,369600000,dividend
692,1,2016-04-26 00:00:00,516000000,516000000,failure of auction
692,2,2016-05-31 00:00:00,516000000,412800000,Winning bid
692,3,2016-09-08 00:00:00,516000000,412800000,dividend
693,1,2016-04-26 00:00:00,286000000,286000000,failure of auction
693,2,2016-05-31 00:00:00,286000000,228800000,Winning bid
693,3,2016-09-08 00:00:00,286000000,228800000,dividend
694,1,2016-04-26 00:00:00,445000000,445000000,failure of auction
694,2,2016-05-31 00:00:00,445000000,356000000,Winning bid
694,3,2016-09-08 00:00:00,445000000,356000000,dividend
695,1,2016-04-26 00:00:00,432000000,432000000,Winning bid
695,2,2016-09-08 00:00:00,432000000,432000000,dividend
696,1,2016-04-26 00:00:00,432000000,432000000,failure of auction
696,2,2016-05-31 00:00:00,432000000,345600000,Winning bid
696,3,2016-09-08 00:00:00,432000000,345600000,dividend
697,1,2016-04-26 00:00:00,436000000,436000000,Winning bid
697,2,2016-09-08 00:00:00,436000000,436000000,dividend
698,1,2016-04-26 00:00:00,389000000,389000000,failure of auction
698,2,2016-05-31 00:00:00,389000000,311200000,Winning bid
698,3,2016-09-08 00:00:00,389000000,311200000,dividend
699,1,2016-04-26 00:00:00,496000000,496000000,Winning bid
699,2,2016-09-08 00:00:00,496000000,496000000,dividend
700,1,2016-04-26 00:00:00,286000000,286000000,failure of auction
700,2,2016-05-31 00:00:00,286000000,228800000,Winning bid
700,3,2016-09-08 00:00:00,286000000,228800000,dividend
701,1,2016-04-26 00:00:00,445000000,445000000,failure of auction
701,2,2016-05-31 00:00:00,445000000,356000000,Winning bid
701,3,2016-09-08 00:00:00,445000000,356000000,dividend
702,1,2016-04-26 00:00:00,432000000,432000000,Winning bid
702,2,2016-09-08 00:00:00,432000000,432000000,dividend
703,1,2016-04-26 00:00:00,432000000,432000000,failure of auction
703,2,2016-05-31 00:00:00,432000000,345600000,Winning bid
703,3,2016-09-08 00:00:00,432000000,345600000,dividend
704,1,2016-04-26 00:00:00,346000000,346000000,failure of auction
704,2,2016-05-31 00:00:00,346000000,276800000,Winning bid
704,3,2016-09-08 00:00:00,346000000,276800000,dividend
705,1,2016-04-26 00:00:00,462000000,462000000,failure of auction
705,2,2016-05-31 00:00:00,462000000,369600000,Winning bid
705,3,2016-09-08 00:00:00,462000000,369600000,dividend
706,1,2016-04-26 00:00:00,496000000,496000000,Winning bid
706,2,2016-09-08 00:00:00,496000000,496000000,dividend
707,1,2016-04-26 00:00:00,402000000,402000000,Winning bid
707,2,2016-09-08 00:00:00,402000000,402000000,dividend
708,1,2016-04-26 00:00:00,402000000,402000000,Winning bid
708,2,2016-09-08 00:00:00,402000000,402000000,dividend
709,1,2016-04-26 00:00:00,402000000,402000000,failure of auction
709,2,2016-05-31 00:00:00,402000000,321600000,Winning bid
709,3,2016-09-08 00:00:00,402000000,321600000,dividend
710,1,2016-04-26 00:00:00,412000000,412000000,Winning bid
710,2,2016-09-08 00:00:00,412000000,412000000,dividend
711,1,2016-04-26 00:00:00,412000000,412000000,Winning bid
711,2,2016-09-08 00:00:00,412000000,412000000,dividend
712,1,2016-04-26 00:00:00,432000000,432000000,Winning bid
712,2,2016-09-08 00:00:00,432000000,432000000,dividend
713,1,2016-04-26 00:00:00,346000000,346000000,failure of auction
713,2,2016-05-31 00:00:00,346000000,276800000,Winning bid
713,3,2016-09-08 00:00:00,346000000,276800000,dividend
714,1,2016-04-26 00:00:00,402000000,402000000,Winning bid
714,2,2016-09-08 00:00:00,402000000,402000000,dividend
715,1,2016-04-26 00:00:00,432000000,432000000,Winning bid
715,2,2016-09-08 00:00:00,432000000,432000000,dividend
716,1,2016-04-26 00:00:00,343000000,343000000,Winning bid
716,2,2016-09-08 00:00:00,343000000,343000000,dividend
717,1,2016-04-26 00:00:00,457000000,457000000,Winning bid
717,2,2016-09-08 00:00:00,457000000,457000000,dividend
718,1,2016-04-26 00:00:00,398000000,398000000,Winning bid
718,2,2016-09-08 00:00:00,398000000,398000000,dividend
719,1,2016-04-26 00:00:00,398000000,398000000,failure of auction
719,2,2016-05-31 00:00:00,398000000,318400000,Winning bid
719,3,2016-09-08 00:00:00,398000000,318400000,dividend
720,1,2016-10-04 00:00:00,560000000,560000000,Winning bid
720,2,2016-12-02 00:00:00,560000000,560000000,dividend
721,1,2016-04-26 00:00:00,400000000,400000000,failure of auction
721,2,2016-05-31 00:00:00,400000000,320000000,Winning bid
721,3,2016-08-25 00:00:00,400000000,320000000,dividend
722,1,2016-12-27 00:00:00,331000000,331000000,Winning bid
722,2,2017-03-09 00:00:00,331000000,331000000,dividend
723,1,2016-03-15 00:00:00,648000000,648000000,change
723,2,2016-05-24 00:00:00,648000000,648000000,change
723,3,2016-08-02 00:00:00,648000000,648000000,change
723,4,2016-10-11 00:00:00,648000000,648000000,Winning bid
723,5,2016-12-15 00:00:00,648000000,648000000,dividend
724,1,2016-04-19 00:00:00,1290000000,1290000000,failure of auction
724,2,2016-05-24 00:00:00,1290000000,1032000000,Winning bid
724,3,2016-07-25 00:00:00,1290000000,1032000000,dividend
725,1,2016-07-05 00:00:00,604000000,604000000,Winning bid
725,2,2016-09-22 00:00:00,604000000,604000000,dividend
726,1,2016-03-29 00:00:00,390000000,390000000,failure of auction
726,2,2016-05-03 00:00:00,390000000,312000000,Winning bid
726,3,2016-07-14 00:00:00,390000000,312000000,dividend
727,1,2016-10-18 00:00:00,465000000,465000000,failure of auction
727,2,2016-11-22 00:00:00,465000000,372000000,Winning bid
727,3,2017-01-17 00:00:00,465000000,372000000,dividend
728,1,2017-11-28 00:00:00,930000000,930000000,Winning bid
728,2,2018-01-25 00:00:00,930000000,930000000,dividend
729,1,2016-05-03 00:00:00,470000000,470000000,Winning bid
729,2,2016-06-16 00:00:00,470000000,470000000,dividend
730,1,2016-03-29 00:00:00,446000000,446000000,failure of auction
730,2,2016-05-03 00:00:00,446000000,356800000,Winning bid
730,3,2016-06-29 00:00:00,446000000,356800000,dividend
731,1,2016-08-16 00:00:00,452000000,452000000,Winning bid
731,2,2016-10-19 00:00:00,452000000,452000000,dividend
732,1,2016-05-03 00:00:00,365000000,365000000,Winning bid
732,2,2016-07-14 00:00:00,365000000,365000000,dividend
733,1,2017-05-23 00:00:00,300000000,300000000,Winning bid
733,2,2017-07-25 00:00:00,300000000,300000000,dividend
734,1,2016-04-12 00:00:00,450000000,450000000,Winning bid
734,2,2016-06-30 00:00:00,450000000,450000000,dividend
735,1,2016-04-19 00:00:00,200000000,200000000,Winning bid
735,2,2016-06-20 00:00:00,200000000,200000000,dividend
736,1,2016-07-26 00:00:00,380000000,380000000,Winning bid
736,2,2016-10-12 00:00:00,380000000,380000000,dividend
737,1,2016-04-26 00:00:00,700000000,700000000,failure of auction
737,2,2016-05-31 00:00:00,700000000,560000000,Winning bid
737,3,2016-08-25 00:00:00,700000000,560000000,dividend
738,1,2016-05-17 00:00:00,158000000,158000000,failure of auction
738,2,2016-06-21 00:00:00,158000000,126400000,Winning bid
738,3,2016-09-06 00:00:00,158000000,126400000,dividend
739,1,2016-07-05 00:00:00,890000000,890000000,failure of auction
739,2,2016-08-09 00:00:00,890000000,712000000,failure of auction
739,3,2016-09-13 00:00:00,890000000,569600000,Winning bid
739,4,2016-11-24 00:00:00,890000000,569600000,dividend
740,1,2016-12-13 00:00:00,200000000,200000000,Winning bid
740,2,2017-02-22 00:00:00,200000000,200000000,dividend
741,1,2016-07-26 00:00:00,175000000,175000000,failure of auction
741,2,2016-08-30 00:00:00,175000000,140000000,Winning bid
741,3,2016-10-12 00:00:00,175000000,140000000,dividend
742,1,2016-05-17 00:00:00,594000000,594000000,failure of auction
742,2,2016-06-21 00:00:00,594000000,475200000,Winning bid
742,3,2016-08-18 00:00:00,594000000,475200000,dividend
743,1,2016-05-03 00:00:00,1080000000,1080000000,failure of auction
743,2,2016-06-07 00:00:00,1080000000,864000000,failure of auction
743,3,2016-07-12 00:00:00,1080000000,691200000,Winning bid
743,4,2016-09-07 00:00:00,1080000000,691200000,dividend
744,1,2016-11-08 00:00:00,1282540000,1282540000,failure of auction
744,2,2016-12-13 00:00:00,1282540000,1026032000,failure of auction
744,3,2017-01-17 00:00:00,1282540000,820826000,failure of auction
744,4,2017-02-28 00:00:00,1282540000,656661000,Winning bid
744,5,2017-05-16 00:00:00,1282540000,656661000,dividend
745,1,2016-08-16 00:00:00,2210000000,2210000000,change
745,2,2016-10-25 00:00:00,2210000000,2210000000,failure of auction
745,3,2016-11-29 00:00:00,2210000000,1768000000,change
745,4,2017-03-28 00:00:00,2210000000,1768000000,Winning bid
745,5,2017-06-09 00:00:00,2210000000,1768000000,dividend
746,1,2016-05-24 00:00:00,203000000,203000000,failure of auction
746,2,2016-06-28 00:00:00,203000000,162400000,Winning bid
746,3,2016-09-29 00:00:00,203000000,162400000,dividend
747,1,2016-08-16 00:00:00,1280000000,1280000000,failure of auction
747,2,2016-09-20 00:00:00,1280000000,1024000000,change
747,3,2017-02-21 00:00:00,1280000000,1024000000,failure of auction
747,4,2017-03-28 00:00:00,1280000000,819200000,Winning bid
747,5,2017-06-13 00:00:00,1280000000,819200000,Winning bid
747,6,2017-08-24 00:00:00,1280000000,819200000,dividend
748,1,2016-05-31 00:00:00,280000000,280000000,failure of auction
748,2,2016-07-05 00:00:00,280000000,224000000,Winning bid
748,3,2016-09-09 00:00:00,280000000,224000000,dividend
749,1,2016-11-15 00:00:00,596000000,596000000,change
749,2,2016-12-20 00:00:00,596000000,596000000,Winning bid
749,3,2017-02-23 00:00:00,596000000,596000000,dividend
750,1,2016-05-24 00:00:00,306000000,306000000,Winning bid
750,2,2016-07-25 00:00:00,306000000,306000000,dividend
751,1,2016-08-02 00:00:00,145000000,145000000,Winning bid
751,2,2017-09-12 00:00:00,290000000,290000000,failure of auction
751,3,2017-10-31 00:00:00,290000000,232000000,Winning bid
751,4,2017-12-27 00:00:00,290000000,232000000,dividend
752,1,2016-05-31 00:00:00,274000000,274000000,failure of auction
752,2,2016-07-05 00:00:00,274000000,219200000,Winning bid
752,3,2016-09-22 00:00:00,274000000,219200000,dividend
753,1,2016-07-12 00:00:00,866000000,866000000,failure of auction
753,2,2016-08-16 00:00:00,866000000,692800000,Winning bid
753,3,2016-10-24 00:00:00,866000000,692800000,dividend
754,1,2016-08-02 00:00:00,266000000,266000000,Winning bid
754,2,2016-10-10 00:00:00,266000000,266000000,dividend
755,1,2016-05-31 00:00:00,490000000,490000000,failure of auction
755,2,2016-07-05 00:00:00,490000000,392000000,Winning bid
755,3,2016-09-22 00:00:00,490000000,392000000,dividend
756,1,2016-06-28 00:00:00,267000000,267000000,failure of auction
756,2,2016-08-02 00:00:00,267000000,213600000,Winning bid
756,3,2016-10-13 00:00:00,267000000,213600000,dividend
757,1,2016-09-20 00:00:00,655000000,655000000,Winning bid
757,2,2016-11-18 00:00:00,655000000,655000000,dividend
758,1,2016-05-24 00:00:00,434000000,434000000,Winning bid
758,2,2016-07-25 00:00:00,434000000,434000000,dividend
759,1,2016-04-19 00:00:00,580000000,580000000,failure of auction
759,2,2016-05-24 00:00:00,580000000,464000000,Winning bid
759,3,2016-07-06 00:00:00,580000000,464000000,dividend
760,1,2016-10-04 00:00:00,520000000,520000000,Winning bid
760,2,2016-12-02 00:00:00,520000000,520000000,dividend
761,1,2016-07-05 00:00:00,476000000,476000000,Winning bid
761,2,2016-08-30 00:00:00,476000000,476000000,dividend
762,1,2016-05-03 00:00:00,1710000000,1710000000,failure of auction
762,2,2016-06-07 00:00:00,1710000000,1368000000,Winning bid
762,3,2016-08-19 00:00:00,1710000000,1368000000,dividend
763,1,2016-03-15 00:00:00,841000000,841000000,failure of auction
763,2,2016-04-19 00:00:00,841000000,672800000,Winning bid
763,3,2016-06-14 00:00:00,841000000,672800000,dividend
764,1,2016-07-05 00:00:00,436000000,436000000,failure of auction
764,2,2016-08-09 00:00:00,436000000,348800000,Winning bid
764,3,2016-09-30 00:00:00,436000000,348800000,dividend
765,1,2017-06-20 00:00:00,339000000,339000000,Winning bid
765,2,2017-08-25 00:00:00,339000000,339000000,dividend
766,1,2016-06-21 00:00:00,220000000,220000000,failure of auction
766,2,2016-07-26 00:00:00,220000000,176000000,Winning bid
766,3,2016-09-06 00:00:00,220000000,176000000,dividend
767,1,2016-10-11 00:00:00,235000000,235000000,failure of auction
767,2,2016-11-15 00:00:00,235000000,188000000,Winning bid
767,3,2017-01-25 00:00:00,235000000,188000000,dividend
768,1,2016-08-02 00:00:00,450000000,450000000,failure of auction
768,2,2016-09-06 00:00:00,450000000,360000000,Winning bid
768,3,2016-11-10 00:00:00,450000000,360000000,dividend
769,1,2016-07-05 00:00:00,309000000,309000000,Winning bid
769,2,2016-09-22 00:00:00,309000000,309000000,dividend
770,1,2016-09-06 00:00:00,447000000,447000000,Winning bid
770,2,2016-11-16 00:00:00,447000000,447000000,dividend
771,1,2016-06-28 00:00:00,685000000,685000000,failure of auction
771,2,2016-08-02 00:00:00,685000000,548000000,Winning bid
771,3,2016-10-10 00:00:00,685000000,548000000,dividend
772,1,2016-11-29 00:00:00,840000000,840000000,failure of auction
772,2,2017-01-03 00:00:00,840000000,672000000,Winning bid
772,3,2017-02-15 00:00:00,840000000,672000000,dividend
773,1,2016-06-28 00:00:00,192000000,192000000,failure of auction
773,2,2016-08-02 00:00:00,192000000,153600000,Winning bid
773,3,2016-10-10 00:00:00,192000000,153600000,dividend
