Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
183,10012,Registered building set,mortgage,20110928,Public,260000000
183,10013,Registered building set,mortgage,20111214,Public,390000000
183,10014,Registered building set,mortgage,20130424,Public,180000000
184,10001,Registered building set,ownership transfer,20091211,Private,0
184,10002,Registered building set,provisional attachment,20151202,Public,1900000000
184,10003,Registered building set,real distress,20151203,Private,0
184,10004,Registered building set,provisional attachment,20151222,Public,2000000000
184,10005,Registered building set,random auction,20160317,Public,0
184,10006,Registered building set,mortgage,20140320,Public,2760000000
184,10007,Registered building set,mortgage,20150924,Public,3098500000
185,10001,Registered building set,ownership transfer,20080819,Private,0
185,10002,Registered building set,provisional attachment,20130225,Public,86287757
185,10003,Registered building set,provisional attachment,20150123,Public,500000000
185,10004,Registered building set,real distress,20151002,Public,0
185,10005,Registered building set,random auction,20160323,Public,0
185,10006,Registered building set,mortgage,20081001,Private,520000000
185,10007,Registered building set,the right of pledge,20160727,Public,520000000
185,10008,Registered building set,mortgage,20100330,Private,650000000
185,10009,Registered building set,the right of pledge,20160722,Public,650000000
186,10001,Registered building set,ownership transfer,20050721,Private,0
186,10002,Registered building set,real distress,20160104,Public,0
186,10003,Registered building set,provisional attachment,20160316,Public,20000000
186,10004,Registered building set,random auction,20160328,Public,0
186,10005,Registered building set,mortgage,20130124,Private,420000000
186,10006,Registered building set,the right of pledge,20160523,Public,420000000
186,10007,Registered building set,mortgage,20141229,Public,312000000
187,10001,Registered building set,ownership transfer,20050408,Private,0
187,10002,Registered building set,provisional attachment,20160315,Public,180842754
187,10003,Registered building set,provisional attachment,20160315,Public,110558684
187,10004,Registered building set,provisional attachment,20160330,Public,469121494
187,10005,Registered building set,provisional attachment,20160406,Public,1213000000
187,10006,Registered building set,random auction,20160418,Public,0
187,10007,Registered building set,compulsion,20160420,Public,0
187,10008,Registered building set,provisional attachment,20160523,Public,21387752
187,10009,Registered building set,real distress,20160810,Public,0
187,10010,Registered building set,mortgage,20150414,Public,600000000
187,19991,Other registration,,99999999,Private,0
187,19992,Registered land separately,,99999999,Private,0
188,10001,Registered building set,ownership transfer,20140211,Private,0
188,10002,Registered building set,provisional attachment,20160304,Private,195000000
188,10003,Registered building set,provisional attachment,20160307,Private,106000000
188,10004,Registered building set,provisional attachment,20160308,Public,609545753
188,10005,Registered building set,provisional attachment,20160308,Private,49000000
188,10006,Registered building set,random auction,20160331,Private,0
188,10007,Registered building set,mortgage,20160202,Public,1482000000
188,10008,Registered building set,mortgage,20160219,Private,200000000
188,10009,Registered building set,mortgage,20160222,Private,100000000
189,10001,Registered building set,ownership transfer,20061229,Private,0
189,10002,Registered building set,provisional attachment,20120806,Public,62762999
189,10003,Registered building set,real distress,20131212,Public,0
189,10004,Registered building set,real distress,20140124,Public,0
189,10005,Registered building set,real distress,20140317,Public,0
189,10006,Registered building set,real distress,20140805,Public,0
189,10007,Registered building set,real distress,20151214,Public,0
189,10008,Registered building set,random auction,20160405,Public,0
189,10009,Registered building set,mortgage,20051005,Public,240000000
189,10010,Registered building set,mortgage,20120605,Public,200000000
189,10011,Registered building set,mortgage,20120629,Public,130000000
190,10001,Registered building set,ownership transfer,20050127,Private,0
190,10002,Registered building set,random auction,20160408,Private,0
190,10003,Registered building set,mortgage,20091216,Private,767000000
190,10004,Registered building set,mortgage,20100726,Private,240000000
191,10001,Registered building set,ownership transfer,20071019,Private,0
191,10002,Registered building set,real distress,20160404,Public,0
191,10003,Registered building set,random auction,20160412,Public,0
191,10004,Registered building set,real distress,20160419,Public,0
191,10005,Registered building set,real distress,20160427,Public,0
191,10006,Registered building set,mortgage,20150624,Public,1560000000
191,10007,Registered building set,the right of pledge,20160428,Public,1560000000
191,10008,Registered building set,mortgage,20150629,Public,2500000000
191,10009,Registered building set,mortgage,20160129,Private,50000000
191,10010,Registered building set,mortgage,20160203,Private,30000000
191,19992,Registered land separately,,99999999,Private,0
192,10001,Registered building set,ownership transfer,20110427,Private,0
192,10002,Registered building set,real distress,20150402,Public,0
192,10003,Registered building set,real distress,20151113,Public,0
192,10004,Registered building set,compulsion,20160412,Private,0
192,10005,Registered building set,mortgage,20110427,Public,909600000
192,10006,Registered building set,mortgage,20140523,Public,500000000
192,10007,Registered building set,the right of lease,20141110,Private,280000000
192,19992,Registered land separately,,99999999,Private,0
193,10001,Registered building set,ownership transfer,20090324,Private,0
193,10002,Registered building set,random auction,20160415,Public,0
193,10003,Registered building set,mortgage,20101217,Public,300000000
193,10004,Registered building set,mortgage,20110909,Public,600000000
194,10001,Registered building set,ownership transfer,20080801,Private,0
194,10002,Registered building set,provisional attachment,20150825,Public,100000000
194,10003,Registered building set,provisional attachment,20151026,Public,24233805
194,10004,Registered building set,real distress,20151111,Public,0
194,10005,Registered building set,random auction,20160419,Public,0
194,10006,Registered building set,mortgage,20080801,Public,360000000
194,10007,Registered building set,mortgage,20150323,Public,480000000
195,10001,Registered building set,ownership transfer,20060929,Private,0
195,10002,Registered building set,provisional attachment,20160219,Public,712300000
195,10003,Registered building set,provisional attachment,20160317,Public,123743593
195,10004,Registered building set,provisional attachment,20160317,Public,30641697
195,10005,Registered building set,provisional attachment,20160321,Public,8168065
195,10006,Registered building set,provisional attachment,20160330,Public,51678614
195,10007,Registered building set,provisional attachment,20160331,Public,48599663
195,10008,Registered building set,random auction,20160428,Public,0
195,10009,Registered building set,provisional attachment,20160429,Public,6399800
195,10010,Registered building set,mortgage,20110310,Public,1560000000
195,10011,Registered building set,mortgage,20110629,Public,260000000
196,10001,Registered building set,ownership transfer,19781226,Private,0
196,10002,Registered building set,random auction,20160425,Private,0
196,10003,Registered building set,mortgage,20160128,Private,885000000
197,10001,Registered building set,ownership transfer,19990223,Private,0
197,10002,Registered building set,provisional attachment,20111229,Public,612000000
197,10003,Registered building set,provisional attachment,20120315,Public,532890710
197,10004,Registered building set,provisional attachment,20130618,Public,520879195
197,10005,Registered building set,random auction,20160426,Private,0
197,10006,Registered building set,mortgage,20100128,Private,650000000
198,10001,Registered building set,ownership transfer,20140618,Private,0
198,10002,Registered building set,real distress,20150703,Private,0
198,10003,Registered building set,real distress,20151112,Public,0
198,10004,Registered building set,provisional attachment,20160329,Public,24335250
198,10005,Registered building set,random auction,20160428,Public,0
198,10006,Registered building set,random auction,20160617,Private,0
198,10007,Registered building set,mortgage,20150622,Public,1392000000
198,10008,Registered building set,the right of pledge,20160627,Public,1392000000
198,10009,Registered building set,mortgage,20150820,Private,195000000
199,10001,Registered building set,ownership transfer,20031231,Private,0
199,10002,Registered building set,provisional attachment,20151126,Public,500000000
199,10003,Registered building set,provisional attachment,20151130,Public,2301194402
199,10004,Registered building set,real distress,20160203,Public,0
199,10005,Registered building set,compulsion,20160429,Public,0
199,10006,Registered building set,provisional attachment,20160518,Public,170000000
199,10007,Registered building set,random auction,20160531,Public,0
199,10008,Registered building set,real distress,20160620,Public,0
199,10009,Registered building set,real distress,20160728,Public,0
199,10010,Registered building set,provisional attachment,20161212,Public,200000000
199,10011,Registered building set,mortgage,20130103,Public,379600000
199,10012,Registered building set,mortgage,20130103,Public,439400000
199,10013,Registered building set,mortgage,20150713,Public,520000000
200,10001,Registered building set,ownership transfer,20151215,Private,0
200,10002,Registered building set,random auction,20160502,Public,0
200,10003,Registered building set,mortgage,20151215,Private,480000000
200,10004,Registered building set,mortgage,20151223,Public,105000000
200,10005,Registered building set,the right of pledge,20151223,Public,105000000
200,10006,Registered building set,mortgage,20160105,Private,500000000
201,10001,Registered building set,ownership transfer,20150126,Private,0
201,10002,Registered building set,random auction,20160502,Public,0
201,10003,Registered building set,random auction,20160520,Private,0
201,10004,Registered building set,provisional attachment,20160706,Public,4183789
201,10005,Registered building set,mortgage,20110127,Public,275600000
201,10006,Registered building set,the right of pledge,20160721,Public,275600000
201,10007,Registered building set,mortgage,20151020,Private,117000000
201,10008,Registered building set,mortgage,20151116,Private,30000000
202,10001,Registered building set,random auction,20160511,Private,0
203,10001,Registered building set,ownership transfer,20030516,Private,0
203,10002,Registered building set,real distress,20151002,Public,0
203,10003,Registered building set,random auction,20160510,Public,0
203,10004,Registered building set,real distress,20161102,Private,0
203,10005,Registered building set,mortgage,20030527,Public,120000000
203,10006,Registered building set,mortgage,20100607,Public,120000000
203,10007,Registered building set,mortgage,20100629,Public,96000000
203,10008,Registered building set,mortgage,20101230,Public,180000000
203,10009,Registered building set,mortgage,20140710,Public,120000000
204,10001,Registered building set,provisional attachment,20151224,Public,621199458
204,10002,Registered building set,provisional attachment,20151230,Public,360000000
204,10003,Registered building set,ownership transfer,20160127,Private,0
204,10004,Registered building set,provisional attachment,20160128,Public,935000000
204,10005,Registered building set,provisional attachment,20160324,Public,1152160250
204,10006,Registered building set,random auction,20160510,Public,0
204,10007,Registered building set,mortgage,20080401,Public,120000000
204,10008,Registered building set,right to lease on a deposit basis,20141121,Public,750000000
204,10009,Registered building set,mortgage,20151110,Public,250000000
204,10010,Registered building set,injunction,20160107,Public,0
204,10011,Registered building set,injunction,20160216,Public,0
205,10001,Registered building set,ownership transfer,20071116,Private,0
205,10002,Registered building set,provisional attachment,20160111,Public,307911441
205,10003,Registered building set,random auction,20160510,Public,0
205,10004,Registered building set,mortgage,20150629,Public,239200000
206,10001,Registered building set,ownership transfer,20070523,Private,0
206,10002,Registered building set,random auction,20160512,Public,0
206,10003,Registered building set,mortgage,20070525,Public,1008000000
206,10004,Registered building set,mortgage,20151023,Private,300000000
206,10005,Registered building set,mortgage,20160406,Public,256292500
206,19992,Registered land separately,,99999999,Private,0
207,10001,Registered building set,ownership transfer,20130912,Private,0
207,10002,Registered building set,provisional attachment,20150918,Public,500000000
207,10003,Registered building set,real distress,20160112,Public,0
207,10004,Registered building set,random auction,20160519,Public,0
207,10005,Registered building set,mortgage,20141219,Public,471600000
208,10001,Registered building set,ownership transfer,20070516,Private,0
208,10002,Registered building set,random auction,20160613,Public,0
208,10003,Registered building set,mortgage,20080423,Public,408000000
208,10004,Registered building set,mortgage,20080424,Public,234940000
208,10005,Registered building set,mortgage,20110309,Public,152711000
208,19995,Other registration,,99999999,Private,0
209,10001,Registered building set,ownership transfer,20031001,Private,0
209,10002,Registered building set,real distress,20151125,Public,0
209,10003,Registered building set,random auction,20160524,Public,0
209,10004,Registered building set,provisional attachment,20160722,Public,38423533
209,10005,Registered building set,mortgage,20041109,Public,130000000
209,10006,Registered building set,mortgage,20051109,Public,390000000
209,10007,Registered building set,mortgage,20080130,Public,260000000
209,10008,Registered building set,transfer,20160224,Public,75000000
209,10009,Registered building set,mortgage,20150318,Public,754200000
210,10001,Registered building set,ownership transfer,20140207,Private,0
210,10002,Registered building set,provisional attachment,20160224,Public,304000000
210,10003,Registered building set,provisional attachment,20160304,Public,679500000
210,10004,Registered building set,random auction,20160525,Public,0
210,10005,Registered building set,mortgage,20140828,Public,524400000
210,10006,Registered building set,mortgage,20150302,Public,510000000
210,10007,Registered building set,injunction,20160224,Public,0
211,10001,Registered building set,ownership transfer,20100519,Private,0
211,10002,Registered building set,provisional attachment,20150522,Public,367150000
211,10003,Registered building set,provisional attachment,20150626,Public,54547095
211,10004,Registered building set,provisional attachment,20150707,Private,307916436
211,10005,Registered building set,random auction,20160530,Public,0
211,10006,Registered building set,random auction,20160602,Public,0
211,10007,Registered building set,mortgage,20100629,Public,120000000
211,10008,Registered building set,mortgage,20100629,Public,60000000
211,10009,Registered building set,mortgage,20130701,Public,480000000
211,10010,Registered building set,mortgage,20140109,Public,60000000
211,10011,Registered building set,mortgage,20140212,Private,0
212,10001,Registered building set,ownership transfer,20040116,Private,0
212,10002,Registered building set,random auction,20160602,Public,0
212,10003,Registered building set,mortgage,20090107,Public,288000000
212,10004,Registered building set,mortgage,20100422,Public,180000000
213,10001,Registered building set,ownership transfer,20050218,Private,0
213,10002,Registered building set,provisional attachment,20160531,Public,44400000
213,10003,Registered building set,random auction,20160615,Public,0
213,10004,Registered building set,provisional attachment,20160715,Public,660000000
213,10005,Registered building set,provisional attachment,20160729,Public,45000000
213,10006,Registered building set,random auction,20160817,Public,0
213,10007,Registered building set,mortgage,20140623,Public,375600000
213,10008,Registered building set,mortgage,20150723,Public,47000000
214,10001,Registered building set,ownership transfer,20090112,Private,0
214,10002,Registered building set,injunction,20150313,Private,0
214,10003,Registered building set,provisional attachment,20160502,Private,330000000
214,10004,Registered building set,real distress,20160530,Public,0
214,10005,Registered building set,real distress,20160531,Public,0
214,10006,Registered building set,random auction,20160617,Public,0
214,10007,Registered building set,mortgage,20130508,Public,360000000
214,10008,Registered building set,mortgage,20141127,Public,360000000
215,10001,Registered building set,ownership transfer,20060925,Private,0
215,10002,Registered building set,random auction,20160620,Public,0
215,10003,Registered building set,mortgage,20060926,Public,240000000
215,10004,Registered building set,mortgage,20090331,Public,390000000
215,10005,Registered building set,mortgage,20160309,Public,990000000
216,10001,Registered building set,ownership transfer,20151218,Private,0
216,10002,Registered building set,compulsion,20160621,Public,0
216,10003,Registered building set,mortgage,20140327,Public,158400000
216,10004,Registered building set,mortgage,20150821,Public,60000000
217,10001,Registered building set,ownership transfer,20160125,Private,0
217,10002,Registered building set,compulsion,20160627,Public,0
217,10003,Registered building set,mortgage,20160226,Public,231000000
218,10001,Registered building set,ownership transfer,20160520,Private,0
218,10002,Registered building set,real distress,20160520,Public,0
218,10003,Registered building set,provisional registration,20160608,Private,0
218,10004,Registered building set,injunction,20160826,Private,0
218,10005,Registered building set,provisional attachment,20160614,Public,405077938
218,10006,Registered building set,compulsion,20160628,Private,0
218,10007,Registered building set,provisional attachment,20160721,Public,173564530
218,10008,Registered building set,random auction,20160804,Public,0
218,10009,Registered building set,mortgage,20160520,Public,120000000
218,10010,Registered building set,mortgage,20160520,Public,396000000
218,10011,Registered building set,mortgage,20160520,Public,507000000
218,10012,Registered building set,mortgage,20160616,Private,300000000
218,10013,Registered building set,injunction,20160826,Private,0
219,10001,Registered building set,ownership transfer,20050927,Private,0
219,10002,Registered building set,real distress,20160420,Public,0
219,10003,Registered building set,random auction,20160629,Public,0
219,10004,Registered building set,real distress,20160719,Public,0
219,10005,Registered building set,mortgage,20131204,Public,244800000
219,10006,Registered building set,mortgage,20131204,Public,44200000
220,10001,Registered building set,ownership transfer,20081020,Private,0
220,10002,Registered building set,real distress,20151208,Public,0
220,10003,Registered building set,real distress,20151211,Public,0
220,10004,Registered building set,provisional attachment,20160211,Public,722500000
220,10005,Registered building set,provisional attachment,20160316,Public,1000000000
220,10006,Registered building set,random auction,20160628,Public,0
220,10007,Registered building set,provisional attachment,20160811,Public,183474151
220,10008,Registered building set,mortgage,20141128,Public,1200000000
220,10009,Registered building set,mortgage,20150414,Public,1080000000
221,10001,Registered building set,ownership transfer,20150717,Private,0
221,10002,Registered building set,provisional registration,20151008,Public,0
221,10003,Registered building set,provisional attachment,20160420,Private,150000000
221,10004,Registered building set,random auction,20160628,Public,0
221,10005,Registered building set,mortgage,20150717,Public,1218000000
222,10001,Registered building set,ownership transfer,20010419,Private,0
222,10002,Registered building set,provisional registration,20041014,Private,0
222,10003,Registered building set,real distress,20051020,Public,0
222,10004,Registered building set,real distress,20051219,Public,0
222,10005,Registered building set,real distress,20070220,Public,0
222,10006,Registered building set,real distress,20070620,Public,0
222,10007,Registered building set,real distress,20080827,Public,0
222,10008,Registered building set,real distress,20080929,Public,0
222,10009,Registered building set,provisional attachment,20081008,Private,9800000
222,10010,Registered building set,real distress,20100720,Public,0
222,10011,Registered building set,random auction,20160629,Public,0
222,10012,Registered building set,mortgage,20011006,Public,156000000
222,10013,Registered building set,mortgage,20030222,Public,53000000
222,19992,Registered land separately,,99999999,Private,0
223,10001,Registered building set,provisional attachment,20141016,Public,7224871
223,10002,Registered building set,provisional attachment,20141110,Public,10551969
223,10003,Registered building set,provisional attachment,20141211,Public,20000000
223,10004,Registered building set,provisional attachment,20150330,Public,292014538
223,10005,Registered building set,provisional attachment,20150406,Public,13026964
223,10006,Registered building set,provisional attachment,20150408,Public,7463571
223,10007,Registered building set,provisional attachment,20150512,Public,14168417
223,10008,Registered building set,provisional attachment,20160105,Public,5128021
223,10009,Registered building set,real distress,20160303,Public,0
223,10010,Registered building set,real distress,20160303,Public,0
223,10011,Registered building set,random auction,20160629,Public,0
223,10012,Registered building set,mortgage,20130220,Private,360000000
223,10013,Registered building set,the right of pledge,20160727,Public,360000000
223,10014,Registered building set,mortgage,20140122,Private,200000000
224,10001,Registered building set,ownership transfer,20010307,Private,0
224,10002,Registered building set,provisional registration,20150818,Private,0
224,10003,Registered building set,provisional attachment,20150916,Public,21156115
224,10004,Registered building set,random auction,20160630,Public,0
224,10005,Registered building set,provisional attachment,20160708,Private,20000000
224,10006,Registered building set,mortgage,20141212,Public,447600000
224,10007,Registered building set,mortgage,20150323,Private,250000000
225,10001,Registered building set,ownership transfer,20150612,Private,0
225,10002,Registered building set,random auction,20160701,Public,0
225,10003,Registered building set,injunction,20160714,Public,0
225,10004,Registered building set,mortgage,20120406,Public,684000000
225,10005,Registered building set,mortgage,20160204,Public,360000000
226,10001,Registered building set,ownership transfer,20041026,Private,0
226,10002,Registered building set,compulsion,20160705,Private,0
226,10003,Registered building set,mortgage,20070522,Public,195000000
227,10001,Registered building set,ownership transfer,20140716,Private,0
227,10002,Registered building set,provisional attachment,20141104,Private,250000000
227,10003,Registered building set,real distress,20150612,Public,0
227,10004,Registered building set,real distress,20150723,Public,0
227,10005,Registered building set,provisional attachment,20150804,Private,26400000
227,10006,Registered building set,provisional attachment,20150804,Private,10823000
227,10007,Registered building set,random auction,20160705,Private,0
227,10008,Registered building set,mortgage,20140716,Private,600000000
227,10009,Registered building set,mortgage,20141215,Private,120000000
228,10001,Registered building set,ownership transfer,20061130,Private,0
228,10002,Registered building set,provisional attachment,20160624,Public,18504384
228,10003,Registered building set,random auction,20160707,Public,0
228,10004,Registered building set,mortgage,20120620,Public,660000000
228,10005,Registered building set,mortgage,20140714,Public,987100000
229,10001,Registered building set,ownership transfer,20111019,Private,0
229,10002,Registered building set,random auction,20160708,Public,0
229,10003,Registered building set,mortgage,20111019,Public,142800000
229,10004,Registered building set,mortgage,20131021,Private,60000000
229,10005,Registered building set,mortgage,20150309,Private,24000000
230,10001,Registered building set,ownership transfer,20080819,Private,0
230,10002,Registered building set,provisional attachment,20130129,Public,7739110
230,10003,Registered building set,real distress,20150121,Public,0
230,10004,Registered building set,real distress,20150303,Public,0
230,10005,Registered building set,provisional attachment,20151112,Private,151000000
230,10006,Registered building set,real distress,20160104,Public,0
230,10007,Registered building set,random auction,20160708,Public,0
230,10008,Registered building set,mortgage,20081125,Public,756000000
230,10009,Registered building set,mortgage,20100208,Public,45600000
230,10010,Registered building set,mortgage,20140630,Private,30000000
230,10011,Registered building set,mortgage,20140812,Private,30000000
231,10001,Registered building set,ownership transfer,20070125,Private,0
231,10002,Registered building set,provisional attachment,20160422,Public,100000000
231,10003,Registered building set,compulsion,20160713,Private,0
231,10004,Registered building set,provisional attachment,20160922,Private,550000000
231,10005,Registered building set,random auction,20161011,Private,0
231,10006,Registered building set,mortgage,20150227,Public,948000000
231,10007,Registered building set,mortgage,20150227,Public,160000000
231,10008,Registered building set,mortgage,20160421,Private,200000000
232,10001,Registered building set,ownership transfer,20010508,Private,0
232,10002,Registered building set,random auction,20160715,Public,0
232,10003,Registered building set,provisional attachment,20160726,Public,95399611
232,10004,Registered building set,random auction,20160729,Public,0
232,10005,Registered building set,provisional attachment,20160801,Public,27962000
232,10006,Registered building set,provisional attachment,20160802,Public,150551432
232,10007,Registered building set,mortgage,20031107,Public,840000000
232,10008,Registered building set,mortgage,20090821,Public,200000000
232,10009,Registered building set,mortgage,20160406,Public,256292500
233,10001,Registered building set,ownership transfer,20061128,Public,0
233,10002,Registered building set,real distress,20150511,Public,0
233,10003,Registered building set,random auction,20160715,Private,0
233,10004,Registered building set,mortgage,20021206,Private,1000000000
234,10001,Registered building set,ownership transfer,20101119,Private,0
234,10002,Registered building set,real distress,20141231,Public,0
234,10003,Registered building set,real distress,20160325,Public,0
234,10004,Registered building set,real distress,20160705,Public,0
234,10005,Registered building set,random auction,20160726,Public,0
234,10006,Registered building set,real distress,20161128,Public,0
234,10007,Registered building set,mortgage,20090223,Public,840000000
234,10008,Registered building set,the right of pledge,20160627,Public,840000000
234,10009,Registered building set,the right of pledge,20160707,Private,100000000
234,10010,Registered building set,the right of pledge,20161208,Private,170000000
234,10011,Registered building set,the right of pledge,20161208,Private,50000000
234,10012,Registered building set,the right of pledge,20161208,Private,30000000
234,10013,Registered building set,mortgage,20110916,Public,1800000000
234,10014,Registered building set,the right of pledge,20160725,Private,70000000
234,10015,Registered building set,the right of pledge,20160725,Private,50000000
234,10016,Registered building set,the right of pledge,20160627,Public,1800000000
235,10001,Registered building set,ownership transfer,20060306,Private,0
235,10002,Registered building set,provisional attachment,20140925,Public,260000000
235,10003,Registered building set,compulsion,20160727,Public,0
235,10004,Registered building set,mortgage,20120910,Public,600000000
236,10001,Registered building set,ownership transfer,20020402,Private,0
236,10002,Registered building set,provisional attachment,20160330,Public,500000000
236,10003,Registered building set,provisional attachment,20160411,Public,835200000
236,10004,Registered building set,provisional attachment,20160414,Public,4265514955
236,10005,Registered building set,provisional attachment,20160420,Public,320000000
236,10006,Registered building set,provisional attachment,20160421,Public,1500000000
236,10007,Registered building set,real distress,20160607,Public,0
236,10008,Registered building set,provisional attachment,20160706,Public,100643210
236,10009,Registered building set,random auction,20160728,Public,0
236,10010,Registered building set,real distress,20160909,Public,0
236,10011,Registered building set,real distress,20160912,Public,0
236,10012,Registered building set,provisional attachment,20161007,Public,17268821
236,10013,Registered building set,mortgage,20060403,Public,1320000000
236,10014,Registered building set,mortgage,20141008,Public,1200000000
237,10001,Registered building set,ownership transfer,20120608,Private,0
237,10002,Registered building set,real distress,20160203,Public,0
237,10003,Registered building set,real distress,20160509,Public,0
237,10004,Registered building set,provisional attachment,20160525,Public,180000000
237,10005,Registered building set,provisional attachment,20160706,Public,74355858
237,10006,Registered building set,real distress,20160714,Public,0
237,10007,Registered building set,provisional attachment,20160729,Public,50788276
237,10008,Registered building set,random auction,20160803,Public,0
237,10009,Registered building set,mortgage,20120608,Public,519000000
237,10010,Registered building set,mortgage,20130703,Public,240000000
237,10011,Registered building set,mortgage,20150701,Public,180000000
238,10001,Registered building set,ownership transfer,20140310,Private,0
238,10002,Registered building set,provisional attachment,20150227,Public,48824672
238,10003,Registered building set,random auction,20160803,Private,0
238,10004,Registered building set,mortgage,20140310,Public,402000000
238,10005,Registered building set,mortgage,20140310,Private,255000000
239,10001,Registered building set,ownership transfer,20091224,Private,0
239,10002,Registered building set,real distress,20130307,Public,0
239,10003,Registered building set,provisional attachment,20140409,Public,9500000
239,10004,Registered building set,provisional attachment,20140820,Public,13094106
239,10005,Registered building set,compulsion,20150824,Public,0
239,10006,Registered building set,random auction,20160804,Public,0
239,10007,Registered building set,mortgage,20091224,Public,210000000
240,10001,Registered building set,provisional attachment,20100326,Public,600000000
240,10002,Registered building set,real distress,20151119,Public,0
240,10003,Registered building set,real distress,20160307,Public,0
240,10004,Registered building set,random auction,20160817,Public,0
240,10005,Registered building set,mortgage,20090708,Public,455000000
241,10001,Registered building set,ownership transfer,19910924,Private,0
241,10002,Registered building set,provisional attachment,20120730,Public,350000000
241,10003,Registered building set,provisional attachment,20121018,Public,1000000000
241,10004,Registered building set,random auction,20160819,Public,0
241,10005,Registered building set,mortgage,20120504,Public,390000000
242,10001,Registered building set,ownership transfer,20061120,Private,0
242,10002,Registered building set,provisional attachment,20160524,Public,80000000
242,10003,Registered building set,provisional attachment,20160602,Public,867200000
242,10004,Registered building set,provisional attachment,20160620,Public,72464065
242,10005,Registered building set,random auction,20160819,Public,0
242,10006,Registered building set,random auction,20161004,Public,0
242,10007,Registered building set,mortgage,20060310,Public,352800000
242,10008,Registered building set,mortgage,20061201,Public,1300000000
243,10001,Registered building set,ownership transfer,20160926,Private,0
243,10002,Registered building set,provisional attachment,20130114,Private,150000000
243,10003,Registered building set,provisional attachment,20130115,Private,80000000
243,10004,Registered building set,provisional attachment,20130117,Private,50000000
243,10005,Registered building set,provisional attachment,20130130,Private,160000000
243,10006,Registered building set,provisional attachment,20130201,Public,11040332
243,10007,Registered building set,provisional attachment,20130311,Public,136217413
243,10008,Registered building set,provisional attachment,20130404,Private,50000000
243,10009,Registered building set,provisional attachment,20130404,Private,50000000
243,10010,Registered building set,real distress,20130610,Public,0
243,10011,Registered building set,provisional attachment,20130912,Public,22040774
243,10012,Registered building set,random auction,20160822,Public,0
243,10013,Registered building set,mortgage,20100225,Public,114000000
243,10014,Registered building set,mortgage,20110524,Public,52000000
244,10001,Registered building set,provisional attachment,20150707,Public,977376510
244,10002,Registered building set,provisional attachment,20150824,Public,107118917
244,10003,Registered building set,provisional attachment,20150824,Public,425111659
244,10004,Registered building set,real distress,20151126,Public,0
244,10005,Registered building set,provisional attachment,20160623,Public,500000000
244,10006,Registered building set,provisional attachment,20160627,Public,1322743266
244,10007,Registered building set,ownership transfer,20160707,Private,0
244,10008,Registered building set,provisional attachment,20160714,Public,841500000
244,10009,Registered building set,random auction,20160825,Public,0
244,10010,Registered building set,provisional attachment,20160912,Public,108523250
244,10011,Registered building set,random auction,20160920,Public,0
244,10012,Registered building set,provisional attachment,20161007,Private,969959746
244,10013,Registered building set,provisional attachment,20161013,Public,462005204
244,10014,Registered building set,provisional attachment,20161017,Public,922636000
244,10015,Registered building set,provisional attachment,20161021,Public,1269634011
244,10016,Registered building set,provisional attachment,20161024,Public,2886995958
244,10017,Registered building set,mortgage,20111024,Public,1236000000
244,10018,Registered building set,mortgage,20111223,Public,780000000
244,10019,Registered building set,mortgage,20150428,Public,550000000
245,10001,Registered building set,ownership transfer,20130213,Private,0
245,10002,Registered building set,provisional attachment,20160719,Private,150000000
245,10003,Registered building set,random auction,20160826,Private,0
245,10004,Registered building set,mortgage,20150204,Public,1498800000
245,10005,Registered building set,mortgage,20160602,Private,800000000
245,19992,Registered land separately,,99999999,Private,0
246,10001,Registered building set,injunction,20141020,Private,0
246,10002,Registered building set,random auction,20160830,Public,0
246,10003,Registered building set,provisional attachment,20161018,Public,28436686
246,10004,Registered building set,mortgage,20050830,Public,195000000
246,10005,Registered building set,mortgage,20121025,Private,160000000
247,10001,Registered building set,ownership transfer,19950508,Private,0
247,10002,Registered building set,provisional attachment,20160902,Public,102123907
247,10003,Registered building set,random auction,20160902,Public,0
247,10004,Registered building set,real distress,20161128,Public,0
247,10005,Registered building set,real distress,20161129,Public,0
247,10006,Registered building set,mortgage,20121008,Public,636000000
247,10007,Registered building set,mortgage,20131011,Private,300000000
247,10008,Registered building set,mortgage,20141112,Private,150000000
248,10001,Registered building set,ownership transfer,20010223,Private,0
248,10002,Registered building set,real distress,20160425,Public,0
248,10003,Registered building set,provisional attachment,20160617,Public,10563571
248,10004,Registered building set,provisional attachment,20160620,Public,300000000
248,10005,Registered building set,provisional attachment,20160623,Public,17771850
248,10006,Registered building set,provisional attachment,20160707,Public,12692626
248,10007,Registered building set,random auction,20160923,Public,0
248,10008,Registered building set,provisional attachment,20161004,Public,22420018
248,10009,Registered building set,random auction,20161205,Public,0
248,10010,Registered building set,mortgage,20010223,Public,108000000
248,10011,Registered building set,mortgage,20050701,Public,96000000
248,10012,Registered building set,mortgage,20100520,Public,65000000
248,10013,Registered building set,right to lease on a deposit basis,20140421,Private,710000000
248,10014,Registered building set,mortgage,20140804,Private,70000000
248,10015,Registered building set,mortgage,20160607,Public,50000000
249,10001,Registered building set,ownership transfer,20071228,Private,0
249,10002,Registered building set,real distress,20160318,Public,0
249,10003,Registered building set,provisional attachment,20160601,Public,202500000
249,10004,Registered building set,provisional attachment,20160610,Public,163000000
