Auction_key,Auction_class,Bid_class,Claim_price,Appraisal_date,Auction_count,Appraisal_company,Auction_miscarriage_count,Total_land_gross_area,Total_land_real_area,Total_land_auction_area,Total_building_area,Total_building_auction_area,Total_appraisal_price,Minimum_sales_price,First_auction_date,Final_auction_date,Final_result,Creditor,addr_etc,Apartment_usage,Preserve_regist_date,Total_floor,Current_floor,Share_auction_YorN,Specific,Close_date,Close_result,point.y,point.x,addr_en,Hammer_price
1797,forced,individual,1087000000,2012-06-11 00:00:00,6,대한감정,5,532.0,18.22,18.22,107.28,107.28,244565981,125218000,2013-07-04 00:00:00,2016-04-29 00:00:00,successful bid,private,",237-2 삼주 15 floor. 1502 no.",Apartment & stores,1111-11-11 00:00:00,15,15,N,"**1차감정: 235,000,000",2017-06-29 00:00:00,dividend,35.201111600000004,129.08868710000002,Chungnyeol-daero 322beon-gil  Dongnae-gu  Busan,133630000
2502,random,general,127212815,2016-02-26 00:00:00,2,국제감정,1,6422.5,34.59,34.59,84.64,84.64,143000000,114400000,2016-07-05 00:00:00,2016-08-05 00:00:00,successful bid,Company or Group,센텀그린타워 10 floor. 1012 no.,Apartment,1993-03-10 00:00:00,15,10,N,,2016-09-23 00:00:00,dividend,35.190272799999995,129.1343728,Haeun-daero 61beon-gil  Haeundae-gu  Busan,128035500
2246,forced,general,35138756,2017-01-16 00:00:00,2,부경감정,1,3005.1,45.93,12.53,71.55,19.51,43000000,34400000,2017-09-28 00:00:00,2017-11-02 00:00:00,successful bid,Company or Group,남정해바라기맨션 3 floor. 305 no.,Apartment,1985-08-09 00:00:00,5,3,Y,"공유자우선매수신고있음.민사집행법제140조에의한우선매수신고를한경우그매수신고후최초로진행되는매각기일레매수보증금의미납으로실효되는경우그공유자는그이후해당부동산의매각기일에서는우선매수권을행사할수없다(단,당해기일에다른매수신고인이없는경우최저매각가액을공유자우선매수신고액으로봄)",2017-12-28 00:00:00,dividend,35.17597670000001,129.092031,Sicheong-ro  Yeonje-gu  Busan,34400000
2059,random,general,50000000,2016-06-27 00:00:00,2,오상호감정,1,34352.5,43.01,43.01,84.91,84.91,228000000,182400000,2016-12-01 00:00:00,2017-01-05 00:00:00,successful bid,private,", -4, -5, -12, 957-1, 970-3, 1264-3 주례청구 112 building. 1 floor. 103 no.",Apartment,2002-03-05 00:00:00,18,1,N,,2017-02-22 00:00:00,dividend,35.155032399999996,129.0002844,Baegyang-daero 342beon-gil  Sasang-gu  Busan,212177903
2390,random,general,76813880,2017-04-14 00:00:00,1,세중감정,0,1097.5,54.88,54.88,80.42,80.42,146000000,146000000,2017-12-07 00:00:00,2017-12-07 00:00:00,successful bid,Company or Group,동양 4 floor. 401 no.,Apartment & stores,1984-11-15 00:00:00,5,4,N,,2018-01-24 00:00:00,dividend,35.1765304,129.0924508,Sicheong-ro  Yeonje-gu  Busan,146010000
2734,random,general,262092940,2017-06-12 00:00:00,1,대일감정,0,67703.0,54.14,54.14,101.4,101.4,365000000,365000000,2017-10-24 00:00:00,2017-10-24 00:00:00,successful bid,Company or Group,영어도시퀸덤1차링컨타운 215 building. 5 floor. 502 no.,Apartment,2009-06-18 00:00:00,15,5,N,,2017-11-30 00:00:00,dividend,35.084881200000005,128.8977595,Gonghang-ro 15beon-gil  Gangseo-gu  Busan,375000000
2488,random,general,73774096,2016-01-06 00:00:00,2,미르감정,1,20702.6,28.69,28.69,59.64,59.64,116000000,92800000,2016-04-28 00:00:00,2016-05-26 00:00:00,successful bid,Company or Group,장산동국 103 building. 10 floor. 1003 no.,Apartment,1993-08-03 00:00:00,17,10,N,,2016-07-25 00:00:00,dividend,35.1935114,129.1342852,Haeun-daero 61beon-gil  Haeundae-gu  Busan,116399900
2274,random,general,80000000,2016-05-26 00:00:00,2,부경감정,1,18879.0,39.42,39.42,84.91,84.91,221000000,176800000,2016-10-18 00:00:00,2016-11-15 00:00:00,successful bid,Company or Group,",-31 영도원우엔리치빌 101 building. 12 floor. 1201 no.",Apartment,2004-07-28 00:00:00,15,12,N,,2017-01-26 00:00:00,dividend,35.085508399999995,129.0622945,Jungbok-gil  Yeongdo-gu  Busan,193950000
1936,random,general,38500000,2016-02-01 00:00:00,5,세중감정,3,374.0,22.0,22.0,61.31,61.31,180000000,92160000,2016-06-23 00:00:00,2016-11-17 00:00:00,successful bid,Company or Group,명륜마이드림빌 6 floor. 602 no.,Apartment,2003-06-05 00:00:00,8,6,N,,2017-02-02 00:00:00,dividend,35.2062025,129.0815873,Oncheoncheon-ro  Dongnae-gu  Busan,93010000
2363,random,individual,500000000,2017-02-22 00:00:00,2,명장감정,1,29642.8,18.21,18.21,149.21,149.21,625000000,500000000,2017-11-17 00:00:00,2017-12-22 00:00:00,successful bid,Company or Group,더샵 센트럴스타 A building. 44 floor. 4405 no.,Apartment,2011-08-05 00:00:00,58,44,N,,2018-02-28 00:00:00,dividend,35.1514649,129.0611111,Jungang-daero  Busanjin-gu  Busan,520100000
1896,random,general,176806382,2015-12-31 00:00:00,2,통일감정,1,862.1,18.96,18.96,84.66,84.66,227000000,181600000,2016-08-11 00:00:00,2016-09-08 00:00:00,successful bid,Company or Group,한성타운 101 building. 3 floor. 304 no.,Apartment & stores,2004-04-02 00:00:00,15,3,N,,2016-11-15 00:00:00,dividend,35.1610567,129.0663509,Jeonpo-daero  Busanjin-gu  Busan,221419000
2476,forced,general,10000000,2016-01-11 00:00:00,2,류선감정,1,5623.0,35.0,35.0,47.58,47.58,90000000,72000000,2016-04-12 00:00:00,2016-05-10 00:00:00,successful bid,private,문현대림 B building. 5 floor. 510 no.,Apartment,1983-02-02 00:00:00,5,5,N,,2016-06-29 00:00:00,dividend,35.134921899999995,129.0767599,Godonggol-ro 97beon-gil  Nam-gu  Busan,91890000
1903,random,general,131235145,2015-07-02 00:00:00,1,나라감정,0,9393.0,29.34,29.34,84.99,84.99,186000000,186000000,2016-04-08 00:00:00,2016-04-08 00:00:00,successful bid,Company or Group,벽산라인훼미리타운 2 building. 16 floor. 1604 no.,Apartment,1994-12-16 00:00:00,19,16,N,,2016-06-10 00:00:00,dividend,35.211714,129.024853,Nammun-gil  Buk-gu  Busan,186101000
2402,random,general,120000000,2017-07-10 00:00:00,3,혜인감정,2,6621.0,32.53,32.53,62.46,62.46,123000000,78720000,2017-12-07 00:00:00,2018-02-14 00:00:00,successful bid,Company or Group,대진그린타워 4 floor. 403 no.,Apartment,1993-04-29 00:00:00,15,4,N,,2018-05-15 00:00:00,dividend,35.1811213,129.08946840000002,Sicheong-ro  Yeonje-gu  Busan,106666660
2519,random,general,150000000,2016-04-28 00:00:00,1,한라감정,0,76373.5,62.02,62.02,135.19,135.19,466000000,466000000,2016-09-27 00:00:00,2016-09-27 00:00:00,successful bid,Company or Group,해운대 메가센텀 한화꿈에그린 114 building. 13 floor. 1302 no.,Apartment,2008-05-29 00:00:00,21,13,N,,2016-11-16 00:00:00,dividend,35.1964663,129.12072890000002,Myeongjang-ro 67beon-gil  Dongnae-gu  Busan,527770000
1856,forced,general,13448495,2015-11-30 00:00:00,2,부일감정,1,1223.0,31.2,31.2,73.39,73.39,81000000,64800000,2016-05-25 00:00:00,2016-06-22 00:00:00,successful bid,Company or Group,장림 4 floor. 406 no.,Apartment,1978-09-06 00:00:00,5,4,N,,2016-08-31 00:00:00,dividend,35.0793796,128.9769087,Nakdongnam-ro 1367beon-gil  Saha-gu  Busan,81100000
2540,random,general,39000000,2016-06-13 00:00:00,2,프라임감정,1,147457.6,67.8,67.8,116.54,116.54,838000000,670400000,2017-02-02 00:00:00,2017-03-02 00:00:00,successful bid,Company or Group,", 1817, 1819 해운대힐스테이트위브 T-105 building. 41 floor. 4102 no.",Apartment,2015-06-17 00:00:00,45,41,N,,2017-04-26 00:00:00,dividend,35.161228799999996,129.1802663,Udong 1-ro  Haeundae-gu  Busan,672999999
2445,random,general,372616680,2015-08-28 00:00:00,2,혜인감정,1,1295.4,129.54,129.54,162.13,162.13,479000000,383200000,2016-02-22 00:00:00,2016-07-25 00:00:00,successful bid,Company or Group,동부문빌라 3 floor. 301 no.,Apartment,1997-05-02 00:00:00,5,3,N,,2016-10-25 00:00:00,dividend,35.1571731,129.1781026,Udong 1-ro  Haeundae-gu  Busan,421300000
2620,forced,general,490000000,2016-02-12 00:00:00,2,태화감정,1,42276.0,62.44,62.44,115.72,115.72,286000000,228800000,2016-07-28 00:00:00,2016-08-25 00:00:00,successful bid,private,삼성 4 building. 15 floor. 1504 no.,Apartment,1991-12-20 00:00:00,15,15,N,,2016-10-24 00:00:00,dividend,35.1691273,129.101803,Gurak-ro  Suyeong-gu  Busan,287999990
2604,random,general,124595653,2017-05-08 00:00:00,5,통일감정,3,6442.9,39.96,39.96,70.61,70.61,144000000,73728000,2017-06-13 00:00:00,2017-12-05 00:00:00,successful bid,Company or Group,남성선파크타운 1 building. 6 floor. 713 no.,Apartment,1988-04-21 00:00:00,6,6,N,,2018-01-31 00:00:00,dividend,35.192845399999996,129.13049740000002,Haeun-daero 61beon-gil  Haeundae-gu  Busan,123400000
1924,forced,general,203549777,2016-01-25 00:00:00,1,대우감정,0,51730.3,31.51,31.51,84.99,84.99,292000000,292000000,2016-10-06 00:00:00,2016-10-06 00:00:00,successful bid,Company or Group,동원로얄듀크 102 building. 6 floor. 609 no.,Apartment,2004-12-16 00:00:00,25,6,N,,2016-12-06 00:00:00,dividend,35.22831,129.01401620000001,Hwamyeong-daero 12beon-gil  Buk-gu  Busan,335801000
1968,random,general,120793157,2016-03-11 00:00:00,2,명장감정,1,25416.0,50.56,50.56,84.6,84.6,163000000,130400000,2016-08-03 00:00:00,2016-08-31 00:00:00,successful bid,Company or Group,구평1차자유 105 building. 6 floor. 608 no.,Apartment,1999-04-02 00:00:00,19,6,N,,2016-11-01 00:00:00,dividend,35.088138799999996,128.9852353,Eulsukdo-daero  Saha-gu  Busan,143980000
1798,random,general,300000000,2014-08-11 00:00:00,2,오상호감정,1,15695.4,54.42,54.42,180.16,180.16,352000000,281600000,2015-01-08 00:00:00,2016-07-14 00:00:00,successful bid,Company or Group,우신뉴타운 101 building. 19 floor. 1903 no.,Apartment,1995-05-09 00:00:00,23,19,N,,2016-09-20 00:00:00,dividend,35.234078499999995,129.0906005,Sisil-ro  Dongnae-gu  Busan,371125000
1957,random,general,143245189,2016-02-29 00:00:00,3,삼보감정,2,14795.0,51.7,51.7,118.65,118.65,197000000,126080000,2016-07-27 00:00:00,2016-09-21 00:00:00,successful bid,Company or Group,",87-1,-5 일신마리나타운 1 building. 1 floor. 104 no.",Apartment,1994-02-01 00:00:00,23,1,N,,2016-11-23 00:00:00,dividend,35.0867839,129.063866,Jungbok-gil  Yeongdo-gu  Busan,158550000
2707,random,general,199000000,2017-03-28 00:00:00,3,중앙감정,2,34437.6,33.77,33.77,84.89,84.89,258000000,165120000,2017-08-22 00:00:00,2017-10-24 00:00:00,successful bid,Company or Group,벽산강변타운 106 building. 3 floor. 301 no.,Apartment,1995-12-16 00:00:00,18,3,N,,2017-12-21 00:00:00,dividend,35.2441694,129.0139257,Hwamyeong-daero 12beon-gil  Buk-gu  Busan,191200000
1951,forced,general,304669360,2016-03-03 00:00:00,1,중앙감정,0,125210.8,52.84,52.84,122.76,122.76,292000000,292000000,2016-07-08 00:00:00,2016-07-08 00:00:00,successful bid,private,",1176 가락타운 201 building. 9 floor. 902 no.",Apartment,1992-10-30 00:00:00,16,9,N,,2016-09-09 00:00:00,dividend,35.1012973,128.95738640000002,Nakdong-daero  Saha-gu  Busan,305780000
2500,random,general,408704347,2016-02-15 00:00:00,2,삼보감정,1,1319.0,74.39,74.39,161.13,161.13,309000000,247200000,2016-06-23 00:00:00,2016-09-22 00:00:00,successful bid,Company or Group,리버힐즈빌라 3 floor. 301 no.,Apartment,1992-02-14 00:00:00,6,3,N,,2016-11-21 00:00:00,dividend,35.1623708,129.1281653,Suyeong-ro  Suyeong-gu  Busan,360000000
1898,random,general,54242460,2016-01-14 00:00:00,2,대화감정,1,11785.2,30.88,30.88,42.35,42.35,80000000,64000000,2016-06-01 00:00:00,2016-06-29 00:00:00,successful bid,Company or Group,", 407-3 한성 4 building. 5 floor. 502 no.",Apartment,1983-05-02 00:00:00,5,5,N,,2016-08-03 00:00:00,dividend,35.2118107,129.0210581,Geumgok-daero  Buk-gu  Busan,79100000
2623,random,general,116229871,2016-03-17 00:00:00,2,한마음감정,1,228.0,12.24,12.24,44.75,44.75,167000000,133600000,2016-12-29 00:00:00,2017-02-02 00:00:00,successful bid,Company or Group,동진프라임빌 주건축물 1 building. 5 floor. 501 no.,Apartment & stores,2013-09-24 00:00:00,10,5,N,,2017-03-30 00:00:00,dividend,35.1638441,129.1137649,Gwangan-ro  Suyeong-gu  Busan,167000000
2715,random,general,41557022,2017-04-14 00:00:00,2,대일감정,1,1179.0,51.92,51.92,131.85,131.85,160000000,128000000,2017-08-22 00:00:00,2017-09-19 00:00:00,successful bid,Company or Group,로즈빌라 1 floor. 101 no.,Apartment & stores,1996-06-19 00:00:00,7,1,N,,2017-11-16 00:00:00,dividend,35.101454600000004,129.00453629999998,Kkachigogae-ro  Saha-gu  Busan,135741100
2746,random,general,198845986,2017-08-10 00:00:00,2,가람감정,1,30370.0,17.82,17.82,59.88,59.88,176000000,140800000,2018-02-21 00:00:00,2018-03-28 00:00:00,successful bid,Company or Group,"반도보라매머드타운 105,106 building. 13 floor. 106-1302 no.",Apartment,1996-10-28 00:00:00,25,13,N,,2018-05-09 00:00:00,dividend,35.1550091,129.0125976,Baegyang-daero 342beon-gil  Sasang-gu  Busan,153899000
2252,random,general,69016584,2016-02-17 00:00:00,1,가온감정,0,34761.1,34.9,34.9,45.5,45.5,86000000,86000000,2016-06-23 00:00:00,2016-06-23 00:00:00,successful bid,Company or Group,국제그린 2 building. 16 floor. 1601 no.,Apartment,1995-05-16 00:00:00,25,16,N,,2016-09-01 00:00:00,dividend,35.0664528,128.9842689,Dasong-ro  Saha-gu  Busan,86220000
2629,forced,general,172043835,2016-06-01 00:00:00,1,대우감정,0,49529.1,57.86,57.86,134.01,134.01,457000000,457000000,2016-10-17 00:00:00,2016-10-17 00:00:00,successful bid,private,대동타운 502 building. 22 floor. 2202 no.,Apartment,1996-06-21 00:00:00,25,22,N,,2016-12-20 00:00:00,dividend,35.1767588,129.172806,Daecheon-ro 42beon-gil  Haeundae-gu  Busan,540898902
1988,random,general,68709944,2016-04-12 00:00:00,2,오상호감정,1,7779.0,6.88,6.88,59.82,59.82,185000000,148000000,2016-07-20 00:00:00,2016-08-17 00:00:00,successful bid,Company or Group,", 57-1, 59, 60, 62-1, 69-1, 70-1, 71-2, 72-3 일성인포 11 floor. B-1101 no.",Apartment & stores,1998-02-06 00:00:00,25,11,N,,2016-10-19 00:00:00,dividend,35.164511299999994,129.050657,Gaya-daero  Busanjin-gu  Busan,173800000
1842,random,general,102123123,2015-11-09 00:00:00,2,태화감정,1,11384.0,27.56,27.56,59.4,59.4,118000000,94400000,2016-04-05 00:00:00,2016-05-03 00:00:00,successful bid,Company or Group,학장극동 104 building. 16 floor. 1602 no.,Apartment,1994-03-21 00:00:00,21,16,N,,2016-07-14 00:00:00,dividend,35.1391833,128.9872199,Hakjang-ro  Sasang-gu  Busan,105500000
2474,random,general,192760000,2016-01-11 00:00:00,2,프라임감정,1,170512.4,77.79,77.79,174.11,174.11,583000000,466400000,2016-06-27 00:00:00,2016-07-25 00:00:00,successful bid,Company or Group,오륙도에스케이뷰 114 building. 39 floor. 3904 no.,Apartment,2008-12-02 00:00:00,47,39,N,,2016-09-27 00:00:00,dividend,35.102869899999995,129.1190348,Igidaegongwon-ro  Nam-gu  Busan,569001000
2060,random,general,496061156,2016-06-30 00:00:00,1,삼보감정,0,29642.8,15.86,15.86,129.96,129.96,531000000,531000000,2017-01-19 00:00:00,2017-01-19 00:00:00,successful bid,Company or Group,더샵센트럴스타 D building. 41 floor. 4101 no.,Apartment,2011-08-05 00:00:00,48,41,N,,2017-04-13 00:00:00,dividend,35.1514649,129.0611111,Jungang-daero  Busanjin-gu  Busan,533330000
1966,random,general,46390853,2016-03-21 00:00:00,2,희감정,1,11501.0,36.01,36.01,49.77,49.77,79000000,63200000,2016-07-08 00:00:00,2016-08-05 00:00:00,successful bid,Company or Group,괴정한일하나로타운 2 building. 6 floor. 612 no.,Apartment,1989-06-10 00:00:00,6,6,N,,2016-10-07 00:00:00,dividend,35.10359129999999,129.0068566,Kkachigogae-ro  Saha-gu  Busan,65500000
1860,random,individual,1046685025,2015-12-02 00:00:00,3,대일감정,2,331.0,8.83,8.83,50.69,50.69,186000000,119040000,2016-05-06 00:00:00,2016-08-26 00:00:00,successful bid,Company or Group,아이너스 12 floor. 1202 no.,Apartment,2014-12-19 00:00:00,14,12,N,,2016-12-22 00:00:00,dividend,35.216645299999996,129.0791494,Ujangchun-ro  Dongnae-gu  Busan,152609000
2018,random,general,128996866,2016-05-11 00:00:00,2,태화감정,1,44984.0,48.39,48.39,109.65,109.65,260000000,208000000,2016-08-31 00:00:00,2016-11-23 00:00:00,successful bid,Company or Group,현대무지개타운 101 building. 11 floor. 1102 no.,Apartment,1993-09-27 00:00:00,15,11,N,,2017-01-24 00:00:00,dividend,35.145293,129.0053676,Baegyang-daero 342beon-gil  Sasang-gu  Busan,234100000
2419,random,general,198779801,2017-03-31 00:00:00,3,류선감정,2,40136.0,59.77,59.77,149.47,149.47,282000000,180480000,2017-12-06 00:00:00,2018-02-14 00:00:00,successful bid,Company or Group,"-19,-20 협성피닉스타운 108 building. 1 floor. 101 no.",Apartment,1993-12-30 00:00:00,15,1,N,,2018-04-25 00:00:00,dividend,35.172866,129.0370508,Gaya-daero  Busanjin-gu  Busan,226270000
2559,random,individual,120000000,2016-07-27 00:00:00,3,내외감정,2,758.0,6.11,6.11,21.14,21.14,53000000,33920000,2017-04-27 00:00:00,2017-07-20 00:00:00,successful bid,Company or Group,주건축물 1 building. 4 floor. 406 no.,Apartment,2016-03-23 00:00:00,9,1,N,,2017-09-25 00:00:00,dividend,35.3684749,129.2558718,Gapgol-gil  Jangan-eup  Gijang-gun  Busan,40004000
1931,random,general,78000000,2016-01-30 00:00:00,1,혜림감정,0,2997.0,3.22,3.22,28.58,28.58,92000000,92000000,2016-06-01 00:00:00,2016-06-01 00:00:00,successful bid,Company or Group,서면대우디오빌2 20 floor. 2008 no.,Apartment & stores,2005-06-24 00:00:00,30,20,N,,2016-08-03 00:00:00,dividend,35.1609496,129.0657942,Jeonpo-daero  Busanjin-gu  Busan,92300000
2107,random,general,158840930,2015-10-06 00:00:00,1,류선감정,0,9218.0,50.95,50.95,139.61,139.61,235000000,235000000,2016-12-21 00:00:00,2016-12-21 00:00:00,successful bid,Company or Group,온천화신 2 building. 8 floor. 805 no.,Apartment,1991-03-19 00:00:00,15,8,N,,2017-02-24 00:00:00,dividend,35.2108674,129.0644519,Ujangchun-ro  Dongnae-gu  Busan,241811000
2648,random,general,70000000,2017-01-23 00:00:00,2,금정감정,1,5965.1,23.3,23.3,59.06,59.06,147000000,117600000,2017-06-13 00:00:00,2017-07-18 00:00:00,successful bid,private,이진테마빌 101 building. 11 floor. 1110 no.,Apartment,2001-01-03 00:00:00,22,11,N,,2017-09-20 00:00:00,dividend,35.25123789999999,129.20958240000002,Gijanghaean-ro  Gijang-eup  Gijang-gun  Busan,137699000
2132,random,general,252000000,2016-09-12 00:00:00,1,혜림감정,0,33236.0,43.61,43.61,84.99,84.99,231000000,231000000,2017-03-10 00:00:00,2017-03-10 00:00:00,successful bid,Company or Group,상록한신휴플러스 209 building. 8 floor. 804 no.,Apartment,2006-04-24 00:00:00,15,8,N,,2017-05-18 00:00:00,dividend,35.20433320000001,129.0320724,Nammun-gil  Buk-gu  Busan,240001000
2606,forced,general,6351590,2016-12-06 00:00:00,2,부경감정,1,5090.0,34.69,34.69,49.86,49.86,75000000,60000000,2017-04-17 00:00:00,2017-05-29 00:00:00,successful bid,Company or Group,삼성맨션 2 building. 2 floor. 211 no.,Apartment,1989-01-30 00:00:00,5,2,N,,2017-08-22 00:00:00,dividend,35.1122299,129.1086595,Igidaegongwon-ro  Nam-gu  Busan,67600000
2530,random,general,100769476,2016-04-28 00:00:00,1,명장감정,0,59189.4,26.83,26.83,59.82,59.82,272000000,272000000,2016-09-06 00:00:00,2016-09-06 00:00:00,successful bid,Company or Group,대림 109 building. 15 floor. 1501 no.,Apartment,1997-01-22 00:00:00,20,15,N,,2016-10-26 00:00:00,dividend,35.1786807,129.17302890000002,Daecheon-ro 42beon-gil  Haeundae-gu  Busan,342000000
1877,random,general,15000000,2015-12-09 00:00:00,2,혜인감정,1,59376.4,42.05,42.05,84.34,84.34,280000000,224000000,2016-05-25 00:00:00,2016-07-20 00:00:00,successful bid,private,수정강변타운 103 building. 22 floor. 2203 no.,Apartment,2001-09-07 00:00:00,24,22,N,,2016-09-21 00:00:00,dividend,35.221826,129.0071226,Hwamyeong-daero 12beon-gil  Buk-gu  Busan,284811000
2004,forced,individual,800000000,2016-04-15 00:00:00,2,국제감정,1,18879.0,53.73,53.73,115.74,115.74,243000000,194400000,2016-08-31 00:00:00,2016-09-28 00:00:00,successful bid,Company or Group,",-31 영도원우엔리치빌 103 building. 17 floor. 1702 no.",Apartment,2004-07-28 00:00:00,18,17,N,,2017-05-10 00:00:00,dividend,35.085508399999995,129.0622945,Jungbok-gil  Yeongdo-gu  Busan,244000000
2058,random,general,80577330,2016-06-30 00:00:00,3,드림감정,2,641.3,37.58,37.58,81.41,81.41,133000000,85120000,2016-11-28 00:00:00,2017-02-01 00:00:00,successful bid,Company or Group,전망좋은방 2 floor. 202 no.,Apartment,2004-10-22 00:00:00,8,2,N,,2017-04-06 00:00:00,dividend,35.1973126,129.01535420000002,Nakdongbuk-ro  Buk-gu  Busan,108888880
2581,random,general,1300000000,2016-09-20 00:00:00,2,문일감정,1,18141.9,44.7,44.7,217.95,217.95,1700000000,1360000000,2016-12-29 00:00:00,2017-03-02 00:00:00,successful bid,Company or Group,트럼프월드마린 B building. 13 floor. 1301 no.,Apartment,2007-06-20 00:00:00,42,13,N,,2017-04-26 00:00:00,dividend,35.1551451,129.1437662,Jangsan-ro  Haeundae-gu  Busan,1456000000
2516,random,general,1620000000,2016-03-31 00:00:00,2,부일감정,1,6904.0,33.86,33.86,238.34,238.34,1748000000,1398400000,2016-11-14 00:00:00,2016-12-12 00:00:00,successful bid,Company or Group,남천엑슬루타워 42 floor. 102-4201 no.,Apartment & stores,2012-08-01 00:00:00,43,42,N,,2017-02-21 00:00:00,dividend,35.140075,129.1065639,Gwangnam-ro  Suyeong-gu  Busan,1450000000
2751,random,general,30000000,2017-04-11 00:00:00,2,BNK감정,1,44588.8,38.86,38.86,59.94,59.94,156000000,124800000,2017-08-23 00:00:00,2017-09-20 00:00:00,successful bid,private,지사금강펜테리움 114 building. 6 floor. 605 no.,Apartment,2013-11-28 00:00:00,18,6,N,,2017-12-06 00:00:00,dividend,35.151719899999996,128.8376961,Gwahaksandan-ro  Gangseo-gu  Busan,126000000
2303,forced,general,12428277,2016-10-24 00:00:00,2,금정감정,1,656.8,36.7,18.35,77.01,38.51,78000000,62400000,2017-08-08 00:00:00,2017-09-12 00:00:00,successful bid,Company or Group,신풍 4 floor. 506 no.,Apartment & stores,1984-12-29 00:00:00,4,4,Y,,2017-11-23 00:00:00,dividend,35.0853322,129.0402062,Yeongseon-daero 67beon-gil  Yeongdo-gu  Busan,73000000
2314,random,general,140379920,2016-12-14 00:00:00,1,한마음감정,0,6496.0,22.24,22.24,59.71,59.71,141000000,141000000,2017-06-02 00:00:00,2017-06-02 00:00:00,successful bid,Company or Group,",597-3, 금사동 561-2,-3 서동삼한여명 1 floor. 112 no.",Apartment,1997-09-26 00:00:00,19,1,N,,2017-08-30 00:00:00,dividend,35.2128474,129.1090923,Seodong-ro 60beon-gil  Geumjeong-gu  Busan,150000000
1870,random,general,353196253,2015-12-03 00:00:00,2,대한감정,1,210001.6,117.09,117.09,183.54,183.54,449000000,359200000,2016-05-04 00:00:00,2016-06-01 00:00:00,successful bid,Company or Group,", 1625, 1627, 1628, 1629, 1630, 1634, 1635 롯데캐슬몰운대 301 building. 10 floor. 1002 no.",Apartment,2008-01-10 00:00:00,20,10,N,,2016-08-03 00:00:00,dividend,35.056695700000006,128.9656588,Dasong-ro  Saha-gu  Busan,418399900
2370,random,general,86400000,2017-03-04 00:00:00,1,대우감정,0,2628.0,19.01,19.01,59.6,59.6,207000000,207000000,2018-01-30 00:00:00,2018-01-30 00:00:00,successful bid,Company or Group,구덕자유 12 floor. 1201 no.,Apartment,1996-06-14 00:00:00,21,12,N,,2018-04-26 00:00:00,dividend,35.113569700000006,129.0125621,Daesingongwon-ro  Seo-gu  Busan,207010000
2054,random,general,246071767,2016-06-13 00:00:00,2,대일감정,1,18411.2,40.02,40.02,88.8,88.8,225000000,180000000,2016-10-27 00:00:00,2016-11-24 00:00:00,successful bid,private,대동대교맨션 1 building. 11 floor. 1105 no.,Apartment & stores,1980-09-29 00:00:00,11,11,N,,2017-02-02 00:00:00,dividend,35.091462299999996,129.0361513,Daepyeong-ro 6beon-gil  Yeongdo-gu  Busan,235000900
2341,random,general,19846843,2017-02-06 00:00:00,2,문일감정,1,5023.0,34.35,34.35,113.64,113.64,234000000,187200000,2017-10-12 00:00:00,2017-11-16 00:00:00,successful bid,Company or Group,감천현대 101 building. 3 floor. 310 no.,Apartment,1994-11-10 00:00:00,20,3,N,,2018-01-29 00:00:00,dividend,35.0905794,128.9965374,Ojak-ro 8beon-gil  Saha-gu  Busan,202777000
2330,forced,general,8798198,2017-01-19 00:00:00,2,명신감정,1,5818.0,31.68,31.68,72.02,72.02,145000000,116000000,2017-11-21 00:00:00,2017-12-26 00:00:00,successful bid,Company or Group,학산그린타운 2 building. 7 floor. 704 no.,Apartment,1993-11-30 00:00:00,11,7,N,,2018-03-08 00:00:00,dividend,35.185345299999994,128.99354830000001,Mora-ro 219beon-gil  Sasang-gu  Busan,135000000
2021,random,general,553495407,2016-05-11 00:00:00,1,문일감정,0,267676.8,51.2,51.2,115.03,115.03,520000000,520000000,2016-10-21 00:00:00,2016-10-21 00:00:00,successful bid,Company or Group,화명롯데캐슬카이저 502 building. 35 floor. 3501 no.,Apartment,2013-06-28 00:00:00,35,35,N,,2016-12-20 00:00:00,dividend,35.222163099999996,129.0117501,Hwamyeong-daero 12beon-gil  Buk-gu  Busan,567999900
2108,forced,general,64746526,2016-08-03 00:00:00,1,대화감정,0,48890.0,43.0,43.0,84.98,84.98,183000000,183000000,2017-03-08 00:00:00,2017-03-08 00:00:00,successful bid,Company or Group,국제백양 4 building. 6 floor. 602 no.,Apartment,1995-03-18 00:00:00,15,6,N,,2017-05-17 00:00:00,dividend,35.1684256,129.0284943,Danggam-ro 50beon-gil  Busanjin-gu  Busan,206811000
2258,forced,general,91921775,2016-03-02 00:00:00,1,부경감정,0,3696.4,21.75,21.75,51.08,51.08,159000000,159000000,2016-06-28 00:00:00,2016-06-28 00:00:00,successful bid,Company or Group,수안 A building. 3 floor. 319 no.,Apartment,1976-02-28 00:00:00,5,3,N,,2016-09-08 00:00:00,dividend,35.198584999999994,129.08226340000002,Chungnyeol-daero 255beon-gil  Dongnae-gu  Busan,170300000
2337,random,general,87685045,2017-01-19 00:00:00,2,가화감정,1,511.0,13.98,13.98,51.58,51.58,161000000,128800000,2017-10-27 00:00:00,2017-12-01 00:00:00,successful bid,Company or Group,서면센트리움 7 floor. 704 no.,Apartment & stores,2012-08-13 00:00:00,10,7,N,,2018-02-21 00:00:00,dividend,35.161356299999994,129.050907,Gaya-daero  Busanjin-gu  Busan,156993733
