Auctiuon_key,Rent_class,Purpose_use,Occupied_part,Rent_date,Rent_deposit,Rent_monthly_price
687,move in,residence,102No.,2009-03-19 00:00:00,0,0
687,move in,residence,102-3No.room1,2011-04-12 00:00:00,55000000,0
687,move in,residence,102-4No.,2011-01-05 00:00:00,60000000,0
687,move in,residence,102-5No.,2011-03-04 00:00:00,55000000,0
688,move in,residence,505No.room3,2008-09-04 00:00:00,190000000,0
690,move in,residence,307No.,2014-08-07 00:00:00,0,0
691,move in,residence,308No.,2014-07-01 00:00:00,0,0
692,move in,residence,310No.(room3)all,2009-02-06 00:00:00,0,0
694,move in,residence,314No.,2014-10-27 00:00:00,0,0
694,move in,residence,314No.,2015-07-23 00:00:00,0,0
695,move in,residence,nan,2014-06-27 00:00:00,0,0
695,move in,residence,nan,2010-06-21 00:00:00,0,0
695,move in,residence,nan,2012-12-04 00:00:00,10000000,500000
696,move in,residence,405No.(room3)all,2009-11-02 00:00:00,0,0
697,move in,residence,407No.,2012-06-08 00:00:00,0,0
697,move in,residence,all,2012-06-08 00:00:00,30000000,780000
698,move in,residence,408No.,2011-12-29 00:00:00,0,0
699,move in,residence,410No.(room3)all,2009-11-03 00:00:00,0,0
702,move in,residence,504No.,2015-07-30 00:00:00,0,0
703,move in,residence,nan,2011-03-30 00:00:00,0,0
703,move in,residence,nan,2012-12-17 00:00:00,0,0
704,move in,residence,508No.,2014-04-10 00:00:00,0,0
705,move in,residence,nan,2010-12-09 00:00:00,0,0
706,move in,residence,510No.(room3)all,2014-12-22 00:00:00,0,0
707,move in,residence,nan,2011-12-30 00:00:00,0,0
708,move in,residence,513No.,2014-03-31 00:00:00,0,0
709,move in,residence,514No.(room3)all,2010-04-19 00:00:00,0,0
710,move in,residence,601No.(room3)all,2015-03-16 00:00:00,0,0
711,move in,residence,602No.(room3)all,2015-08-08 00:00:00,0,0
711,move in,residence,602No.,2014-08-06 00:00:00,0,0
712,move in,residence,nan,2015-05-06 00:00:00,0,0
713,move in,residence,nan,2013-11-22 00:00:00,0,0
713,move in,residence,nan,2013-05-21 00:00:00,0,0
714,move in,residence,613No.,2009-07-17 00:00:00,0,0
715,move in,residence,704No.,2014-06-10 00:00:00,0,0
716,move in,residence,705No.,2009-09-14 00:00:00,0,0
717,move in,residence,706No.,2012-09-11 00:00:00,0,0
718,move in,residence,708No.,2009-08-11 00:00:00,0,0
719,move in,residence,nan,2009-06-22 00:00:00,0,0
720,move in,residence,2702No.,2013-01-28 00:00:00,0,0
721,move in,residence,205No.,2015-03-30 00:00:00,0,0
722,move in,residence,room3,2009-04-07 00:00:00,210000000,0
724,move in,residence,702No.room4,2014-08-29 00:00:00,650000000,0
727,move in,residence,allroom3,2012-06-26 00:00:00,210000000,0
728,move in,residence,104No.(room4unit)all,2013-10-25 00:00:00,600000000,0
729,move in,residence,all,2013-10-15 00:00:00,150000000,0
730,move in,residence,all(room3),2013-02-25 00:00:00,310000000,0
735,move in,residence,809No.,2011-11-28 00:00:00,0,0
735,move in,residence,809No.room1,2014-05-10 00:00:00,20000000,0
736,move in,residence,1009No.,2007-12-06 00:00:00,0,0
736,move in,residence,1009No.room3,2015-09-08 00:00:00,22000000,300000
737,move in,residence,allroom3,2014-11-14 00:00:00,350000000,0
738,move in,residence,401No.,2004-02-17 00:00:00,70000000,0
740,move in,residence,1207No.,2014-10-28 00:00:00,0,0
740,move in,residence,1207No.,2014-11-05 00:00:00,0,0
741,move in,residence,room3,2012-06-18 00:00:00,100000000,0
742,move in,residence,room2,2014-09-18 00:00:00,90000000,0
743,move in,residence,1401No.,2015-10-28 00:00:00,60000000,0
744,move in,residence,"201-204,301-305,401-405,501-504No.",2015-10-19 00:00:00,0,0
744,move in,residence,"201-204,301-305,401-405,501-504No.",2015-01-06 00:00:00,0,0
744,move in,residence,"201-204,301-305,401-405,501-504No.",2015-06-12 00:00:00,0,0
744,move in,residence,205No.,2015-07-16 00:00:00,0,0
744,move in,residence,205No.,2015-07-16 00:00:00,0,0
745,move in,residence,602No.,2012-12-26 00:00:00,0,0
745,move in,residence,all,2012-12-26 00:00:00,1400000000,0
747,move in,residence,nan,2015-11-10 00:00:00,0,0
748,move in,residence,2building201No.,2012-01-25 00:00:00,0,0
748,move in,residence,201No.,2015-04-20 00:00:00,0,0
751,move in,residence,all,2009-10-09 00:00:00,115000000,0
753,occupation,residence,nan,1111-11-11 00:00:00,0,0
753,occupation,residence,nan,1111-11-11 00:00:00,0,0
753,occupation,residence,nan,1111-11-11 00:00:00,0,0
753,occupation,residence,nan,1111-11-11 00:00:00,0,0
756,move in,residence,101No.(room3)all,2004-05-06 00:00:00,0,0
757,move in,residence,all,2010-08-19 00:00:00,310000000,0
759,move in,residence,202No.,2012-05-29 00:00:00,0,0
759,move in,residence,room4,2012-05-29 00:00:00,280000000,0
760,move in,residence,allroom3,2014-09-02 00:00:00,50000000,300000
761,move in,residence,102No.room2,2014-05-23 00:00:00,200000000,0
763,occupation,residence,nan,1111-11-11 00:00:00,0,0
763,occupation,residence,nan,1111-11-11 00:00:00,0,0
764,move in,residence,401No.all,2014-08-01 00:00:00,320000000,0
767,move in,residence,202No.,2008-12-26 00:00:00,0,0
772,move in,residence,nan,2007-03-02 00:00:00,0,0
774,move in,residence,partroom1,2015-03-03 00:00:00,30000000,0
776,move in,residence,all,2010-12-02 00:00:00,200000000,2000000
777,move in,residence,all,2012-02-16 00:00:00,195000000,0
779,move in,residence,all,2015-03-26 00:00:00,700000000,0
781,move in,residence,주민등록표on certified copy403No.,2016-02-24 00:00:00,0,0
787,move in,residence,all,2007-07-16 00:00:00,270000000,0
788,move in,residence,all,2015-06-30 00:00:00,190000000,0
792,move in,residence,nan,2007-07-27 00:00:00,0,0
792,occupation,etc,all,1111-11-11 00:00:00,5000000,0
793,move in,residence,all,2012-11-30 00:00:00,50000000,500000
796,move in,residence,room3,2012-07-09 00:00:00,0,0
801,move in,residence,all,2013-11-04 00:00:00,135000000,0
803,move in,residence,all,2014-01-10 00:00:00,430000000,0
805,move in,residence,304No.all,2012-08-07 00:00:00,240000000,0
808,move in,residence,1502No.all,2011-03-14 00:00:00,200000000,0
809,move in,residence,room2,2016-06-10 00:00:00,210000000,0
810,move in,residence,room2,2015-09-10 00:00:00,190000000,0
812,move in,residence,nan,2011-12-15 00:00:00,0,0
812,move in,shop,nan,2012-07-31 00:00:00,10000000,800000
813,move in,residence,room3,2011-04-25 00:00:00,160000000,0
815,move in,residence,nan,2014-04-21 00:00:00,0,0
815,move in,residence,all,2014-04-21 00:00:00,200000000,0
817,move in,residence,room1,2015-07-15 00:00:00,20000000,0
818,occupation,residence,nan,1111-11-11 00:00:00,0,0
818,move in,residence,all,2012-08-06 00:00:00,20000000,400000
820,move in,residence,미정,2006-10-04 00:00:00,0,0
820,move in,residence,nan,2006-10-04 00:00:00,0,0
822,occupation,residence,all,1111-11-11 00:00:00,0,0
823,move in,residence,nan,2015-08-13 00:00:00,0,0
826,occupation,residence,all,1111-11-11 00:00:00,10000000,0
829,move in,residence,all,2013-08-30 00:00:00,140000000,0
830,move in,residence,nan,2016-03-21 00:00:00,0,0
830,move in,residence,all,2016-06-03 00:00:00,10000000,350000
832,move in,residence,all,2014-06-30 00:00:00,100000000,0
832,occupation,residence,nan,1111-11-11 00:00:00,0,0
833,move in,residence,all,2013-07-15 00:00:00,150000000,0
835,move in,residence,all(room4),2013-02-12 00:00:00,50000000,0
836,move in,residence,all,2014-05-09 00:00:00,360000000,0
836,move in,residence,all,2014-05-09 00:00:00,360000000,0
838,move in,residence,nan,2006-10-04 00:00:00,0,0
839,move in,residence,all,2014-02-28 00:00:00,210000000,0
841,move in,residence,nan,2016-06-08 00:00:00,0,0
843,move in,residence,nan,2014-04-29 00:00:00,0,0
844,move in,residence,all,2013-07-26 00:00:00,60000000,0
845,move in,residence,all,2014-12-18 00:00:00,90000000,0
846,move in,residence,all,2015-10-20 00:00:00,600000000,0
848,move in,residence,all,2013-11-25 00:00:00,200000000,0
849,move in,residence,2206No.,2014-03-13 00:00:00,0,0
850,move in,residence,room4,2009-06-05 00:00:00,180000000,0
851,move in,residence,nan,2016-05-24 00:00:00,0,0
851,move in,residence,nan,2015-05-12 00:00:00,0,0
851,move in,residence,nan,2015-11-27 00:00:00,0,0
853,move in,residence,nan,2016-12-30 00:00:00,0,0
854,move in,residence,601No.all,2011-10-26 00:00:00,180000000,0
855,move in,residence,all,2012-05-31 00:00:00,240000000,0
859,move in,residence,102building401No.,2010-10-29 00:00:00,0,0
863,move in,residence,all,2013-08-28 00:00:00,25000000,0
864,occupation,residence,all,1111-11-11 00:00:00,10000000,0
866,move in,residence,nan,2013-07-30 00:00:00,0,0
867,move in,residence,all,2015-02-10 00:00:00,650000000,0
868,move in,residence,all,2015-03-13 00:00:00,200000000,1000000
871,move in,residence,nan,2005-11-22 00:00:00,0,0
871,occupation,,301No.all,1111-11-11 00:00:00,0,0
872,move in,residence,all,2013-10-25 00:00:00,160000000,0
873,move in,residence,1103No.,2010-05-17 00:00:00,0,0
874,move in,residence,all,2010-01-13 00:00:00,220000000,0
879,move in,residence,nan,2016-01-20 00:00:00,0,0
879,move in,residence,all,2016-01-20 00:00:00,10000000,1150000
880,move in,residence,602No.,2015-08-27 00:00:00,0,0
881,move in,residence,allroom4,2014-02-14 00:00:00,300000000,0
882,move in,residence,all,2013-09-02 00:00:00,350000000,0
887,move in,residence,nan,2016-05-03 00:00:00,0,0
888,move in,residence,502No.,2017-04-05 00:00:00,80000000,0
888,move in,residence,502No.,2017-05-19 00:00:00,0,0
888,move in,residence,502No.,2016-08-01 00:00:00,60000000,0
890,move in,residence,nan,2003-06-10 00:00:00,0,0
891,move in,residence,all,2015-07-28 00:00:00,300000000,0
892,move in,residence,all,2017-02-20 00:00:00,60000000,650000
894,move in,residence,nan,2010-04-07 00:00:00,0,0
894,move in,residence,all,2010-04-07 00:00:00,250000000,0
896,move in,residence,nan,2013-02-19 00:00:00,0,0
899,occupation,,all,1111-11-11 00:00:00,10000000,0
901,move in,residence,nan,2017-03-07 00:00:00,0,0
902,move in,residence,501No.all,2016-06-15 00:00:00,5000000,500000
906,occupation,residence,nan,1111-11-11 00:00:00,0,0
908,move in,residence,nan,2010-04-15 00:00:00,0,0
909,move in,residence,nan,2011-09-21 00:00:00,0,0
910,move in,residence,nan,2000-02-16 00:00:00,0,0
917,move in,residence,nan,2014-05-12 00:00:00,0,0
919,move in,residence,all,2014-01-02 00:00:00,92000000,0
920,move in,residence,nan,2013-02-18 00:00:00,0,0
921,move in,residence,nan,2012-12-31 00:00:00,0,0
922,move in,residence,all,2013-08-21 00:00:00,50000000,0
923,move in,residence,nan,2013-08-14 00:00:00,0,0
924,move in,residence,605No.all,2014-03-03 00:00:00,100000000,0
925,move in,residence,803No.all,2008-01-17 00:00:00,0,0
929,move in,residence,all,2013-09-09 00:00:00,50000000,650000
931,move in,residence,1202No.all,2010-07-28 00:00:00,310000000,0
932,move in,residence,nan,2011-03-03 00:00:00,0,0
933,move in,residence,302No.all,2012-09-25 00:00:00,33000000,500000
939,move in,residence,nan,2008-06-09 00:00:00,0,0
945,move in,residence,nan,2015-04-27 00:00:00,0,0
946,move in,residence,all,2014-09-05 00:00:00,42000000,500000
948,move in,residence,610No.all,2013-09-25 00:00:00,130000000,0
954,move in,residence,all,2010-09-24 00:00:00,70000000,0
955,move in,residence,room1,2015-05-04 00:00:00,30000000,0
956,move in,residence,nan,2010-06-10 00:00:00,0,0
957,move in,residence,all,2006-08-02 00:00:00,150000000,0
960,move in,residence,all,2012-08-31 00:00:00,210000000,0
962,move in,residence,nan,2005-12-12 00:00:00,0,0
962,move in,residence,room1,2015-04-16 00:00:00,20000000,0
963,move in,residence,nan,2015-05-06 00:00:00,0,0
965,move in,residence,nan,2014-04-30 00:00:00,200000000,0
966,move in,residence,nan,1989-02-22 00:00:00,0,0
969,move in,residence,room1,2015-09-07 00:00:00,30000000,400000
969,move in,residence,room1,2015-09-08 00:00:00,30000000,500000
971,move in,residence,all,2013-09-13 00:00:00,250000000,0
972,move in,residence,all,2008-09-24 00:00:00,400000000,0
973,move in,residence,all,2015-07-17 00:00:00,190000000,0
974,move in,residence,nan,2012-04-23 00:00:00,0,0
974,move in,residence,all,2012-04-23 00:00:00,110000000,0
977,move in,residence,all,2015-08-06 00:00:00,28000000,1000000
979,move in,residence,all,2015-04-21 00:00:00,20000000,900000
981,move in,residence,all,2004-08-04 00:00:00,325000000,0
982,move in,residence,nan,2014-11-10 00:00:00,0,0
985,move in,residence,301No.all,2014-01-10 00:00:00,210000000,0
987,move in,residence,all,2013-07-24 00:00:00,355000000,0
989,move in,residence,all,2014-06-13 00:00:00,200000000,0
990,move in,residence,nan,2013-07-01 00:00:00,0,0
990,occupation,residence,nan,1111-11-11 00:00:00,0,0
991,move in,residence,all,2013-06-27 00:00:00,250000000,0
992,move in,residence,all,2015-01-30 00:00:00,300000000,1000000
993,move in,residence,nan,2014-12-08 00:00:00,0,0
995,move in,residence,all,2013-07-03 00:00:00,110000000,0
997,move in,residence,all,2014-12-30 00:00:00,190000000,0
999,move in,residence,nan,2009-03-31 00:00:00,0,0
1001,move in,residence,all,2012-11-30 00:00:00,275000000,0
1003,move in,residence,all,2014-07-25 00:00:00,90000000,0
1005,move in,residence,all,2010-09-17 00:00:00,230000000,0
1006,move in,residence,all,2012-11-15 00:00:00,170000000,0
1008,move in,residence,501No.all,2014-09-15 00:00:00,230000000,0
1010,move in,residence,102No.,2015-12-24 00:00:00,30000000,0
1010,move in,residence,102No.all,2010-02-16 00:00:00,200000000,0
1011,occupation,residence,part,1111-11-11 00:00:00,0,0
1012,move in,residence,all,2014-11-11 00:00:00,50000000,1650000
1012,move in,residence,202No.all,2014-11-11 00:00:00,50000000,1650000
1014,move in,residence,partroom2,2015-04-17 00:00:00,30000000,300000
1015,move in,residence,nan,2001-10-11 00:00:00,0,0
1016,move in,residence,all,2008-06-18 00:00:00,30000000,1000000
1016,move in,residence,304No.all,2008-06-18 00:00:00,30000000,1000000
1018,move in,residence,nan,2011-07-18 00:00:00,0,0
1021,move in,residence,room4,2015-01-29 00:00:00,750000000,0
1023,move in,residence,nan,2015-07-15 00:00:00,0,0
1026,move in,residence,allroom1,1994-01-03 00:00:00,55000000,0
1028,move in,residence,all,1989-02-23 00:00:00,70000000,0
1029,move in,residence,all,2008-04-23 00:00:00,50000000,0
1030,move in,residence,all,2009-08-21 00:00:00,80000000,0
1033,move in,residence,all,2011-05-03 00:00:00,30000000,1000000
1036,move in,residence,601No.all,2010-05-10 00:00:00,90000000,0
1040,move in,residence,all,2013-02-26 00:00:00,5000000,800000
1040,move in,residence,501No.all,2013-02-26 00:00:00,5000000,750000
1046,move in,residence,room1,2015-12-23 00:00:00,40000000,0
1048,occupation,residence,room1,1111-11-11 00:00:00,50000000,0
1049,move in,residence,nan,2016-02-29 00:00:00,0,0
1049,move in,residence,nan,2012-06-28 00:00:00,0,0
1050,move in,residence,all,2016-02-04 00:00:00,50000000,0
1051,move in,residence,all,2014-07-23 00:00:00,60000000,0
1055,move in,residence,all,2010-07-20 00:00:00,30000000,400000
1055,occupation,residence,all,1111-11-11 00:00:00,10000000,0
1057,move in,residence,nan,1999-08-17 00:00:00,0,0
1060,move in,residence,nan,2016-04-12 00:00:00,0,0
1062,move in,residence,nan,2006-03-20 00:00:00,0,0
1065,move in,residence,all,2013-10-11 00:00:00,330000000,0
1065,move in,residence,all,2013-10-11 00:00:00,330000000,0
1069,move in,residence,all,2014-06-30 00:00:00,320000000,0
1069,move in,residence,all,2014-06-30 00:00:00,320000000,0
1071,move in,residence,nan,2010-06-30 00:00:00,0,0
1072,move in,residence,all,2016-01-08 00:00:00,340000000,0
1073,move in,residence,704No.room1,2016-06-03 00:00:00,38000000,0
1074,occupation,residence,nan,1111-11-11 00:00:00,0,0
1075,move in,residence,all,2015-04-23 00:00:00,400000000,0
1076,move in,residence,nan,2015-08-10 00:00:00,0,0
1079,move in,residence,nan,2015-09-30 00:00:00,0,0
1082,move in,residence,nan,2014-05-27 00:00:00,0,0
1084,move in,residence,all,2015-09-18 00:00:00,130000000,0
1085,move in,residence,all,2015-04-23 00:00:00,190000000,0
1086,move in,residence,all,2015-05-04 00:00:00,270000000,0
1088,move in,residence,all,2015-04-13 00:00:00,32000000,0
1089,move in,residence,nan,2015-10-07 00:00:00,0,0
1091,move in,residence,room3,2016-03-31 00:00:00,35000000,0
1093,move in,residence,all,2006-03-09 00:00:00,105000000,550000
1093,move in,residence,all,2006-03-09 00:00:00,105000000,0
1094,move in,residence,nan,2013-05-30 00:00:00,0,0
1094,move in,residence,nan,2012-08-27 00:00:00,0,0
1094,move in,residence,all,2012-08-27 00:00:00,30000000,1000000
1095,move in,residence,room1,2016-05-23 00:00:00,30000000,200000
1095,move in,residence,nan,1994-05-12 00:00:00,0,0
1097,move in,residence,nan,2015-05-08 00:00:00,60000000,0
1097,move in,residence,all,2015-05-08 00:00:00,60000000,0
1099,move in,residence,room3,2013-08-12 00:00:00,150000000,0
1100,move in,residence,nan,2012-04-24 00:00:00,0,0
1101,move in,residence,all,2012-03-02 00:00:00,200000000,0
1102,move in,residence,all,2016-07-29 00:00:00,250000000,0
1106,move in,residence,all,2013-03-04 00:00:00,250000000,0
1107,move in,residence,all,2006-10-26 00:00:00,140000000,0
1108,move in,residence,all,2016-02-05 00:00:00,10000000,550000
1111,move in,residence,all,2008-07-28 00:00:00,0,0
1113,move in,residence,B102No.all,2014-07-01 00:00:00,20000000,250000
1114,move in,residence,203No.,2012-12-07 00:00:00,10000000,400000
1115,move in,residence,204No.all,2012-06-14 00:00:00,60000000,0
1116,move in,residence,302No.,2013-11-15 00:00:00,50000000,0
1117,move in,residence,404No.all,2012-11-05 00:00:00,30000000,230000
1118,move in,residence,703No.,2015-09-07 00:00:00,65000000,0
1119,move in,residence,704No.,2014-02-17 00:00:00,60000000,0
1120,occupation,residence,801No.all,1111-11-11 00:00:00,55000000,0
1121,move in,residence,803No.all,2014-01-29 00:00:00,55000000,0
1123,move in,residence,nan,2016-09-06 00:00:00,35000000,0
1124,move in,residence,all,2015-08-03 00:00:00,35000000,0
1127,move in,residence,part(room1),2016-04-01 00:00:00,20000000,0
1127,move in,residence,nan,2016-07-18 00:00:00,0,0
1127,move in,residence,part(room2),2016-04-01 00:00:00,30000000,0
1128,move in,residence,nan,2001-07-23 00:00:00,0,0
1128,move in,residence,all,2001-07-23 00:00:00,180000000,0
1131,move in,residence,all,2013-10-15 00:00:00,100000000,0
1134,move in,residence,nan,2002-10-04 00:00:00,0,0
1136,move in,residence,all,2015-09-24 00:00:00,340000000,0
1137,move in,residence,nan,2013-08-16 00:00:00,0,0
1137,move in,residence,all(room3),2013-08-16 00:00:00,300000000,0
1142,move in,residence,all,2012-06-18 00:00:00,70000000,0
1143,move in,residence,nan,2016-02-05 00:00:00,0,0
1143,move in,residence,nan,2016-09-23 00:00:00,0,0
1147,move in,residence,nan,1994-10-06 00:00:00,0,0
1148,move in,residence,all,2013-06-28 00:00:00,50000000,0
1149,move in,residence,all,2014-11-24 00:00:00,60000000,0
1150,move in,residence,all,2015-06-08 00:00:00,50000000,0
1151,move in,residence,nan,2005-04-27 00:00:00,0,0
1152,move in,residence,all,2016-09-13 00:00:00,35000000,350000
1153,occupation,residence,all,1111-11-11 00:00:00,0,0
1157,move in,residence,nan,2005-04-08 00:00:00,0,0
1159,move in,residence,nan,2014-06-16 00:00:00,0,0
1159,move in,residence,all,2014-06-16 00:00:00,80000000,0
1160,move in,residence,all,2014-02-26 00:00:00,150000000,0
1161,move in,residence,nan,2015-04-14 00:00:00,0,0
1161,move in,residence,all,2016-02-22 00:00:00,30000000,600000
1164,move in,residence,nan,2004-03-25 00:00:00,0,0
1168,move in,residence,all,2015-05-20 00:00:00,65000000,500000
1173,move in,residence,201No.all,2014-12-12 00:00:00,160000000,0
1174,move in,residence,all,2015-05-29 00:00:00,360000000,0
1178,move in,residence,202No.,2003-03-08 00:00:00,85000000,0
1179,move in,residence,nan,2006-02-03 00:00:00,0,0
1183,move in,residence,nan,2013-07-05 00:00:00,15000000,0
1184,move in,residence,nan,2013-07-12 00:00:00,0,0
1188,move in,residence,nan,2002-09-04 00:00:00,0,0
1188,move in,residence,nan,2015-09-02 00:00:00,0,0
1190,move in,residence,allroom3,2012-07-23 00:00:00,150000000,0
1192,move in,residence,all,2014-11-17 00:00:00,350000000,0
1194,move in,residence,nan,2005-01-29 00:00:00,0,0
1195,move in,residence,all,2002-08-30 00:00:00,0,0
1198,move in,residence,all,2012-04-30 00:00:00,170000000,0
1204,move in,residence,nan,2004-08-06 00:00:00,0,0
1210,move in,residence,all,2015-06-08 00:00:00,150000000,0
1211,move in,residence,nan,2009-09-30 00:00:00,0,0
1212,move in,residence,nan,2005-08-24 00:00:00,0,0
1212,move in,residence,nan,2011-02-01 00:00:00,0,0
1213,move in,residence,nan,2016-10-18 00:00:00,0,0
1213,move in,residence,all,2016-10-18 00:00:00,520000000,0
1214,move in,residence,all,2005-09-01 00:00:00,160000000,0
1214,move in,residence,nan,2013-10-04 00:00:00,0,0
1217,move in,residence,all,2017-03-10 00:00:00,150000000,0
1218,move in,residence,all,2011-07-20 00:00:00,0,0
1220,move in,residence,all,2016-10-28 00:00:00,178000000,0
1220,move in,residence,all,2016-10-28 00:00:00,178000000,0
1222,move in,residence,all,2010-05-28 00:00:00,175000000,0
1225,move in,residence,nan,2017-03-22 00:00:00,0,0
1227,move in,residence,nan,2014-01-21 00:00:00,0,0
1228,move in,residence,all,2016-12-13 00:00:00,50000000,400000
1230,move in,residence,all,2015-03-06 00:00:00,125000000,0
1231,move in,residence,nan,2015-07-30 00:00:00,0,0
1231,move in,residence,all,2015-07-30 00:00:00,400000000,0
1232,move in,residence,all,2016-02-29 00:00:00,20000000,400000
1235,move in,residence,nan,2008-08-21 00:00:00,0,0
1236,move in,residence,room2,2014-07-02 00:00:00,66000000,0
1238,move in,residence,nan,2016-06-16 00:00:00,0,0
1239,move in,residence,303No.all,2015-04-21 00:00:00,60000000,250000
1240,move in,residence,room1,2015-11-04 00:00:00,5000000,150000
1242,move in,residence,all,2014-06-27 00:00:00,115000000,0
1243,move in,residence,nan,2012-10-26 00:00:00,0,0
1247,move in,residence,room2,2015-03-04 00:00:00,50000000,0
1248,occupation,residence,all,1111-11-11 00:00:00,450000000,0
1249,move in,residence,nan,2014-04-21 00:00:00,190000000,0
1251,move in,residence,nan,2015-02-25 00:00:00,0,0
1254,move in,residence,nan,2013-02-18 00:00:00,0,0
1260,move in,residence,all,2008-09-29 00:00:00,50000000,0
1260,move in,residence,all,2008-07-14 00:00:00,50000000,0
1261,move in,residence,all,2010-05-14 00:00:00,100000000,0
1263,move in,residence,nan,2011-05-03 00:00:00,0,0
1264,move in,residence,all,2015-12-21 00:00:00,480000000,0
1266,move in,residence,all,2013-03-11 00:00:00,360000000,0
1267,move in,residence,nan,2009-03-27 00:00:00,0,0
1268,move in,residence,nan,2016-10-11 00:00:00,0,0
1270,move in,residence,all,2011-09-30 00:00:00,100000000,0
1271,move in,residence,nan,2016-04-05 00:00:00,0,0
1271,move in,residence,all,2016-04-05 00:00:00,230000000,0
1277,move in,residence,all,2015-11-19 00:00:00,180000000,0
1279,move in,residence,room3,2010-04-07 00:00:00,40000000,800000
1281,move in,residence,room1,2013-02-28 00:00:00,30000000,0
1281,move in,being unknown,nan,2013-02-28 00:00:00,0,0
1286,move in,,nan,2006-12-12 00:00:00,0,0
1287,move in,residence,all(room3칸),2002-12-04 00:00:00,125000000,0
1291,move in,residence,allroom4,2011-12-23 00:00:00,180000000,0
1295,move in,,2303No.,2010-05-03 00:00:00,0,0
1295,move in,,2303No.,2005-07-28 00:00:00,0,0
1295,move in,residence,room4,2003-11-14 00:00:00,160000000,0
1298,move in,,905No.,2014-11-11 00:00:00,0,0
1299,move in,residence,701No.,2008-06-02 00:00:00,0,0
1300,move in,residence,all,2012-11-12 00:00:00,140000000,0
1300,move in,residence,room2,2012-11-12 00:00:00,140000000,0
1304,move in,,202No.,2005-10-31 00:00:00,0,0
1304,move in,,202No.,2012-06-28 00:00:00,0,0
1310,move in,,707No.,2013-10-16 00:00:00,0,0
1310,move in,,room3,2013-10-16 00:00:00,30000000,200000
1311,move in,residence,203No.room3,2014-05-01 00:00:00,190000000,0
1315,move in,residence,room3,2014-03-27 00:00:00,70000000,0
1318,move in,residence,room1,2010-04-13 00:00:00,100000000,0
1322,move in,residence,allroom3,2013-10-02 00:00:00,28000000,0
1323,move in,,partroom1,2013-10-02 00:00:00,3000000,300000
1326,move in,residence,room4,2011-03-29 00:00:00,220000000,0
1327,move in,,room2,2015-04-30 00:00:00,30000000,300000
1327,move in,,room1,2015-06-02 00:00:00,25000000,100000
1329,move in,,1109No.,1997-10-15 00:00:00,0,0
1333,move in,,room3,2011-03-31 00:00:00,130000000,0
1336,move in,,102-501No.,2015-02-03 00:00:00,0,0
1338,move in,residence,all,2010-07-28 00:00:00,60000000,0
1338,move in,,10building101No.,2008-10-02 00:00:00,0,0
1338,move in,residence,room2,2010-07-28 00:00:00,60000000,0
1339,move in,,1401No.,2014-10-23 00:00:00,0,0
1339,move in,residence,1401No.,2014-10-23 00:00:00,300000000,0
1342,move in,residence,all,2008-06-13 00:00:00,290000000,0
1343,move in,residence,allroom3,2011-08-17 00:00:00,155000000,0
1345,move in,,room3,2014-06-02 00:00:00,32000000,500000
1346,move in,residence,2002No.all,2012-12-26 00:00:00,209000000,0
1348,occupation,,all,1111-11-11 00:00:00,10000000,0
1350,move in,residence,allroom4,2014-05-07 00:00:00,380000000,0
1353,move in,residence,allroom3,2015-07-23 00:00:00,20000000,600000
1355,move in,residence,all,2009-07-27 00:00:00,300000000,0
1355,move in,residence,room4,2009-07-27 00:00:00,300000000,0
1359,move in,,nan,2010-11-01 00:00:00,0,0
1365,move in,residence,room2,2014-05-08 00:00:00,10000000,0
1365,move in,being unknown,nan,2012-08-14 00:00:00,0,0
1366,move in,residence,1502No.room4,2009-05-04 00:00:00,320000000,0
1368,move in,,room2,2011-01-24 00:00:00,38000000,0
1373,move in,residence,room2,2013-08-30 00:00:00,50000000,500000
1374,move in,,nan,2010-01-21 00:00:00,0,0
1375,move in,,401No.,2015-08-20 00:00:00,0,0
1375,move in,,room3,2015-08-20 00:00:00,50000000,500000
1377,move in,residence,all,2015-07-27 00:00:00,350000000,0
1378,move in,residence,allroom3,2015-07-27 00:00:00,10000000,50000
1378,move in,,103No.,2004-12-06 00:00:00,0,0
1379,occupation,residence,all,1111-11-11 00:00:00,20000000,0
1381,move in,residence,allroom3,2013-10-18 00:00:00,220000000,0
1381,move in,,401No.,2006-11-08 00:00:00,0,0
1382,move in,,404No.,2014-05-20 00:00:00,0,0
1383,occupation,residence,all,1111-11-11 00:00:00,20000000,0
1384,move in,,nan,2012-05-01 00:00:00,0,0
1384,move in,,room1,2015-03-23 00:00:00,35000000,300000
1386,move in,residence,room2,2010-07-12 00:00:00,72000000,0
1389,move in,,1207No.,2012-02-22 00:00:00,0,0
1391,move in,residence,all,2013-11-08 00:00:00,150000000,0
1392,move in,residence,room2,2013-10-10 00:00:00,130000000,0
1397,move in,,301No.,2015-01-21 00:00:00,0,0
1397,move in,,301No.,2010-06-29 00:00:00,0,0
1398,move in,residence,all,1999-01-06 00:00:00,80000000,0
1399,move in,,1302No.,1999-04-10 00:00:00,0,0
1400,move in,,room2,2007-03-22 00:00:00,140000000,0
1402,move in,,1201No.,2014-12-10 00:00:00,0,0
1406,move in,residence,all,2013-12-12 00:00:00,110000000,500000
1409,move in,,302No.,2010-04-19 00:00:00,0,0
1411,occupation,residence,104No.all,1111-11-11 00:00:00,20000000,0
